@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_High numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_High numeric
@attribute EUR_USD_Low numeric
@attribute AEX_Now numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute GAS_High numeric
@attribute Brazil_Now numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Open numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_Low numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_High numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_Open numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Low numeric
@attribute S&P_Now numeric
@attribute S&P_Low numeric
@attribute Copper_Open numeric
@attribute Copper_Low numeric
@attribute SANGHAI_High numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute NASDAQ_Open numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Now numeric
@attribute CHF_KRW_Open numeric
@attribute CHF_KRW_High numeric
@attribute USD_CAD_Open numeric
@attribute USD_CAD_Low numeric
@attribute GERMANY_10_YEAR_Now numeric
@attribute GERMANY_10_YEAR_Open numeric
@attribute GERMANY_10_YEAR_Low numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute WTI_High numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SMI_Now numeric
@attribute SMI_Open numeric
@attribute SMI_High numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute DOWJONES_Low numeric
@attribute US_COFFEE_Now numeric
@attribute US_COFFEE_High numeric
@attribute US_COFFEE_Low numeric
@attribute OMXS_Now numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Open numeric
@attribute EUR_GBP_High numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute IBEX_Open numeric
@attribute IBEX_High numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_High numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute Corn_High numeric
@attribute Corn_Low numeric
@attribute FTSE_High_y numeric
@attribute FTSE_Low_y numeric
@attribute IDX_Open numeric
@attribute IDX_High numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute NZD_USD_Open numeric
@attribute NZD_USD_High numeric
@attribute CSE_Open numeric
@attribute CSE_High numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute TA_Open numeric
@attribute TA_High numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_High numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_High numeric
@attribute SET_Low numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_High numeric
@attribute USD_JPY_Open numeric
@attribute Silver_Now numeric
@attribute Silver_Open numeric
@attribute Silver_High numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Open numeric
@attribute US_WHEAT_High numeric
@attribute AUS_10_YEAR_High numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Now numeric
@attribute BEL_Open numeric
@attribute BEL_High numeric

@data
2010-03-03, 1622.44, 3.392, 3.392, 1.3605, 1.3557, 1.3623, 1.3433, 328.24, 328.36, 324.34, 5484.1, 5485.0, 12.325, 12.438, 11.738, 167.73, 4.755, 67779.16, 68249.63, 67227.93, 2.8710000000000004, 2.8710000000000004, 2.8710000000000004, 2.8710000000000004, 5776.56, 5728.28, 5709.74, 1448.02, 1424.46, 1368.09, 1371.82, 1351.1, 4.013999999999999, 4.013999999999999, 4.013999999999999, 4935.35, 1118.31, 1116.51, 3.3289999999999997, 3.2769999999999997, 3095.99, 3060.96, 1557.72, 1563.01, 2279.07, 2292.49, 2275.35, 147.34, 3.4130000000000003, 3.4130000000000003, 3.608, 3.608, 1064.52, 1067.79, 1070.4, 1.0417, 1.0307, 3.109, 3.109, 3.109, 68385.0, 68500.0, 25.0525, 25.1822, 24.8372, 80.95, 32055.04, 32148.92, 10199.19, 10150.3, 6820.04, 6780.49, 6833.61, 6751.6, 10405.98, 10404.16, 10493.8, 10359.8, 130.2, 130.1, 129.0, 971.67, 1034.39, 1032.13, 0.9043, 0.9104, 0.9014, 76.55, 1713.03, 1708.8, 1.2586, 648.31, 643.43, 638.97, 641.98, 637.86, 1136.9, 10441.8, 10532.9, 10339.3, 1.4962, 1.4987, 1.5001, 1.4855, 370.5, 371.0, 373.5, 365.25, 21511.12, 21237.55, 2554.47, 2577.09, 3.863, 3.863, 3.863, 0.6970000000000001, 0.6996, 0.6998, 3825.3, 3847.18, 1.295, 1114.86, 1101.04, 1145.0, 1154.0, 1195.21, 1197.08, 1191.32, 11828.31, 11751.6, 11728.06, 12.966, 12.8487, 6444.69, 6424.24, 6457.37, 733.19, 723.71, 2.033, 2.086, 2.0159, 3.9589999999999996, 3.9589999999999996, 89.18, 17.044, 16.475, 17.075, 16.32, 504.75, 509.63, 5.462999999999999, 5.462999999999999, 2558.77, 2541.91, 2558.77
2010-03-04, 1618.2, 3.417, 3.417, 1.37, 1.3616, 1.3738, 1.3592, 331.86, 332.58, 326.93, 5533.2, 5541.8, 12.3155, 12.356, 11.656, 167.34, 4.79, 67641.34, 68813.43, 67481.9, 2.873, 2.873, 2.873, 2.873, 5817.88, 5759.22, 5750.3, 1463.74, 1438.05, 1379.32, 1382.21, 1355.55, 4.0280000000000005, 4.0280000000000005, 4.0280000000000005, 5015.1, 1118.79, 1116.58, 3.384, 3.3369999999999997, 3098.46, 3061.47, 1565.0, 1562.21, 2284.82, 2293.32, 2275.25, 146.98, 3.452, 3.452, 3.6210000000000004, 3.6210000000000004, 1070.27, 1067.64, 1073.46, 1.0356, 1.0273, 3.138, 3.138, 3.138, 68133.0, 68270.0, 24.9945, 25.1842, 24.9182, 81.23, 32353.54, 32431.21, 10193.95, 10186.68, 6813.16, 6806.8, 6824.05, 6781.3, 10396.76, 10406.28, 10496.22, 10359.58, 129.7, 130.45, 129.15, 981.18, 1034.43, 1030.77, 0.9092, 0.9103, 0.9047, 77.88, 1725.37, 1715.12, 1.2615, 649.26, 649.55, 638.15, 640.83, 634.34, 1142.7, 10485.1, 10679.5, 10411.8, 1.5105, 1.4973, 1.5132, 1.4958, 375.75, 370.0, 377.75, 366.75, 21784.42, 21279.64, 2577.0, 2585.83, 3.872, 3.872, 3.872, 0.6936, 0.6970000000000001, 0.6986, 3814.88, 3830.29, 1.33, 1112.48, 1104.66, 1142.25, 1149.25, 1197.39, 1200.08, 1191.57, 11852.85, 11842.15, 11811.42, 12.9647, 12.8444, 6478.58, 6444.69, 6479.0, 737.94, 731.23, 2.0582, 2.0980000000000003, 2.0543, 3.967, 3.967, 88.78, 17.309, 16.945, 17.35, 16.895, 504.0, 517.38, 5.485, 5.485, 2592.56, 2553.31, 2592.56
2010-03-05, 1634.57, 3.4189999999999996, 3.4189999999999996, 1.358, 1.3695, 1.3714, 1.355, 332.45, 333.68, 329.86, 5527.2, 5544.2, 12.3695, 12.300999999999998, 11.713, 167.88, 4.787, 67814.7, 68197.72, 66923.97, 2.8680000000000003, 2.8680000000000003, 2.8680000000000003, 2.8680000000000003, 5795.32, 5773.86, 5767.65, 1480.23, 1449.5, 1384.44, 1395.97, 1366.56, 3.983, 3.983, 3.983, 5049.0, 1122.97, 1116.66, 3.41, 3.3339999999999996, 3102.4, 3016.22, 1553.72, 1566.48, 2282.57, 2293.16, 2273.63, 146.94, 3.425, 3.425, 3.6060000000000003, 3.6060000000000003, 1062.21, 1070.66, 1073.83, 1.0323, 1.0271, 3.1180000000000003, 3.1180000000000003, 3.1180000000000003, 68316.0, 68460.0, 25.0219, 25.2262, 24.9291, 81.09, 32202.0, 32508.27, 10255.69, 10134.37, 6804.87, 6775.79, 6813.01, 6760.01, 10444.14, 10396.53, 10484.05, 10363.88, 127.85, 130.0, 126.55, 984.33, 1030.35, 1025.96, 0.9068, 0.9087, 0.9014, 78.15, 1719.83, 1716.9, 1.2559, 652.47, 650.25, 640.78, 637.53, 635.71, 1132.6, 10595.6, 10814.6, 10577.1, 1.5033, 1.5098, 1.5138, 1.5005, 372.0, 375.0, 375.0, 369.25, 21956.9, 21571.37, 2566.99, 2579.53, 3.9010000000000002, 3.9010000000000002, 3.9010000000000002, 0.6861, 0.6936, 0.6936, 3774.03, 3816.84, 1.33, 1114.19, 1104.57, 1144.0, 1142.5, 1190.75, 1207.63, 1188.59, 11824.97, 11866.76, 11792.35, 12.9899, 12.8067, 6503.716666666666, 6483.28, 6513.553333333332, 736.34, 730.04, 2.095, 2.097, 2.0605, 3.943, 3.943, 88.6, 17.156, 17.14, 17.35, 17.06, 516.38, 516.38, 5.47, 5.47, 2582.96, 2565.4, 2590.46
2010-03-08, 1660.04, 3.472, 3.472, 1.3622, 1.3581, 1.3630000000000002, 1.3527, 338.68, 338.68, 333.83, 5599.8, 5605.4, 12.3495, 12.33, 11.667, 167.07, 4.626, 68846.5, 68930.38, 67822.75, 2.859, 2.859, 2.859, 2.859, 5877.36, 5816.19, 5808.36, 1508.76, 1468.39, 1414.37, 1414.41, 1384.44, 4.06, 4.06, 4.06, 5068.05, 1138.7, 1125.12, 3.37, 3.358, 3044.16, 3011.09, 1553.42, 1552.19, 2304.01, 2327.03, 2301.1, 145.79, 3.449, 3.449, 3.682, 3.682, 1061.72, 1061.08, 1064.17, 1.0312, 1.0261, 3.148, 3.148, 3.148, 69417.0, 68790.0, 25.0908, 25.1302, 24.8409, 82.07, 32436.53, 32529.6, 10254.61, 10254.61, 6847.78, 6809.37, 6855.07, 6787.49, 10566.2, 10445.13, 10587.13, 10445.13, 128.0, 128.8, 128.0, 998.07, 1034.72, 1024.32, 0.903, 0.905, 0.8977, 78.8, 1726.2, 1707.81, 1.2575, 666.02, 654.87, 641.31, 639.05, 634.34, 1134.8, 10780.1, 11032.8, 10718.6, 1.5137, 1.5036, 1.5168, 1.4994, 364.75, 373.0, 377.0, 364.25, 22287.57, 21839.93, 2566.05, 2583.09, 3.859, 3.859, 3.859, 0.6962, 0.6861, 0.6978, 3805.85, 3833.13, 1.31, 1111.7, 1100.31, 1140.5, 1144.0, 1203.54, 1212.29, 1197.205, 11975.14, 11878.37, 11824.97, 12.8579, 12.5124, 6528.8533333333335, 6521.87, 6548.1066666666675, 736.63, 723.33, 2.077, 2.1079, 2.073, 3.948, 3.948, 89.17, 17.362000000000002, 17.14, 17.475, 17.13, 507.38, 508.25, 5.465, 5.465, 2611.03, 2588.14, 2611.03
2010-03-09, 1660.83, 3.513, 3.513, 1.3630000000000002, 1.3632, 1.3706, 1.3607, 338.17, 340.66, 336.89, 5606.7, 5621.1, 12.3435, 12.294, 12.193, 165.9, 4.575, 68575.47, 69070.05, 68318.27, 2.9139999999999997, 2.9139999999999997, 2.9139999999999997, 2.9139999999999997, 5875.91, 5891.74, 5865.44, 1512.3, 1478.2, 1413.46, 1417.765, 1390.515, 4.0969999999999995, 4.0969999999999995, 4.0969999999999995, 5092.15, 1138.5, 1136.77, 3.417, 3.38, 3058.83, 3030.91, 1543.59, 1545.53, 2326.25, 2335.43, 2326.11, 145.71, 3.4530000000000003, 3.4530000000000003, 3.721, 3.721, 1054.91, 1056.26, 1062.08, 1.0286, 1.0251, 3.1630000000000003, 3.1630000000000003, 3.1630000000000003, 69053.0, 69720.0, 24.871, 25.0026, 24.8299, 82.41, 32520.27, 32535.96, 10538.12, 10514.28, 6851.2, 6865.3, 6873.19, 6823.39, 10552.52, 10563.78, 10632.48, 10500.9, 128.7, 128.35, 127.55, 1003.39, 1029.78, 1026.95, 0.9003, 0.9075, 0.8992, 79.45, 1705.72, 1702.15, 1.269, 667.11, 665.96, 633.65, 638.88, 631.42, 1123.6, 11103.1, 11123.8, 11031.7, 1.5063, 1.5137, 1.5198, 1.5032, 364.5, 367.0, 367.75, 362.25, 22456.66, 22329.1, 2578.97, 2627.7, 3.859, 3.859, 3.859, 0.6996, 0.6996, 0.7034, 3824.6, 3849.23, 1.3119999999999998, 1107.43, 1099.08, 1132.5, 1137.0, 1216.33, 1216.95, 1205.82, 11963.84, 12026.34, 11958.45, 12.5739, 12.4906, 6553.99, 6560.46, 6582.66, 729.03, 716.49, 2.1038, 2.12, 2.085, 3.944, 3.944, 90.61, 17.252, 17.385, 17.48, 17.165, 493.13, 498.63, 5.59, 5.59, 2600.83, 2618.85, 2620.63
2010-03-10, 1662.24, 3.514, 3.514, 1.3601, 1.3630000000000002, 1.3636, 1.3535, 339.09, 339.47, 336.31, 5602.3, 5618.4, 12.3455, 12.321, 12.198, 166.2, 4.603, 69576.38, 70143.94, 68255.02, 2.799, 2.799, 2.799, 2.799, 5885.89, 5872.57, 5838.17, 1515.84, 1488.01, 1412.55, 1421.12, 1396.59, 4.048, 4.048, 4.048, 5094.35, 1140.45, 1134.9, 3.39, 3.345, 3084.85, 3028.69, 1544.03, 1542.12, 2325.78, 2353.07, 2325.74, 145.6, 3.446, 3.446, 3.7, 3.7, 1055.76, 1053.44, 1058.59, 1.028, 1.0236, 3.134, 3.134, 3.134, 70073.0, 68700.0, 24.8992, 24.9989, 24.7926, 81.91, 32514.17, 32631.01, 10567.32, 10542.81, 6868.32, 6864.42, 6874.12, 6830.98, 10564.38, 10552.24, 10637.46, 10493.49, 130.25, 131.3, 131.1, 1000.5, 1037.47, 1026.08, 0.9045, 0.9099, 0.9043, 78.7, 1702.79, 1694.08, 1.2674, 669.63, 665.26, 639.47, 632.78, 628.91, 1122.0, 11101.1, 11108.6, 10911.1, 1.5001, 1.5067, 1.5069, 1.4937, 358.75, 364.5, 364.5, 358.0, 22435.35, 22186.6, 2626.25, 2657.38, 3.835, 3.835, 3.835, 0.7034, 0.6996, 0.7044, 3835.06, 3843.65, 1.305, 1109.03, 1098.81, 1135.16, 1131.11, 1206.21, 1208.73, 1198.81, 11918.71, 11923.08, 11893.41, 12.6576, 12.5075, 6530.1, 6553.99, 6553.99, 722.51, 716.6, 2.1037, 2.1067, 2.0661, 3.928, 3.928, 90.31, 17.317999999999998, 17.225, 17.325, 16.91, 494.38, 494.38, 5.545, 5.545, 2606.31, 2601.02, 2611.27
2010-03-11, 1656.62, 3.536, 3.536, 1.366, 1.36, 1.368, 1.3543, 340.97, 341.51, 337.98, 5640.6, 5645.3, 12.318, 12.31, 12.235, 165.49, 4.595, 69979.27, 70476.34, 69577.54, 2.9330000000000003, 2.9330000000000003, 2.9330000000000003, 2.9330000000000003, 5936.72, 5882.76, 5874.75, 1515.81, 1495.91, 1402.35, 1423.06, 1397.5, 4.069, 4.069, 4.069, 5092.05, 1145.61, 1140.09, 3.411, 3.34, 3085.99, 3034.74, 1542.88, 1541.7, 2340.95, 2361.66, 2340.69, 145.25, 3.4530000000000003, 3.4530000000000003, 3.721, 3.721, 1055.62, 1053.73, 1057.0, 1.0262, 1.0215, 3.155, 3.155, 3.155, 70546.0, 70105.0, 24.8695, 25.04, 24.795, 83.03, 32505.76, 32718.4, 10555.85, 10547.34, 6873.59, 6876.23, 6891.82, 6845.94, 10567.33, 10560.13, 10639.05, 10502.64, 130.5, 130.45, 130.45, 1013.04, 1033.11, 1029.28, 0.9068, 0.9136, 0.9058, 79.22, 1691.98, 1681.95, 1.2751, 674.93, 670.09, 638.73, 638.25, 634.38, 1107.8, 11018.3, 11121.0, 10976.8, 1.4983, 1.4996, 1.5018, 1.4873, 355.5, 359.0, 360.5, 352.5, 22651.06, 22272.2, 2656.86, 2676.27, 3.84, 3.84, 3.84, 0.7002, 0.7034, 0.7099, 3809.18, 3817.24, 1.304, 1107.65, 1097.59, 1129.57, 1133.97, 1201.81, 1208.45, 1196.32, 11961.06, 11931.75, 11916.55, 12.637, 12.4172, 6565.95, 6530.1, 6572.25, 721.89, 716.73, 2.091, 2.1347, 2.0786, 3.9360000000000004, 3.9360000000000004, 90.01, 16.994, 17.35, 17.54, 16.995, 488.88, 491.88, 5.53, 5.53, 2634.16, 2614.79, 2634.16
2010-03-12, 1662.74, 3.5, 3.5, 1.3679, 1.3656, 1.3689, 1.3618, 339.02, 341.18, 337.71, 5617.3, 5642.9, 12.3245, 12.309, 12.153, 165.84, 4.593, 69884.61, 70183.45, 69411.4, 2.932, 2.932, 2.932, 2.932, 5928.63, 5913.17, 5906.84, 1516.74, 1495.14, 1395.91, 1411.44, 1389.73, 4.146, 4.146, 4.146, 5102.1, 1150.24, 1138.99, 3.36, 3.327, 3070.93, 3025.31, 1549.11, 1541.67, 2351.11, 2368.46, 2347.53, 145.12, 3.489, 3.489, 3.7289999999999996, 3.7289999999999996, 1060.14, 1054.94, 1062.61, 1.0253, 1.0228, 3.182, 3.182, 3.182, 70416.0, 70400.0, 24.8841, 25.1351, 24.7854, 82.38, 32602.94, 32631.06, 10627.99, 10588.86, 6851.73, 6860.03, 6881.77, 6827.95, 10611.84, 10560.98, 10626.73, 10489.87, 131.45, 131.5, 130.9, 1008.93, 1036.55, 1027.94, 0.9117, 0.9122, 0.9059, 79.65, 1706.03, 1684.83, 1.2732, 677.22, 671.67, 642.03, 638.51, 636.03, 1108.0, 11076.2, 11128.0, 10988.3, 1.5061, 1.4975, 1.5067, 1.4945, 355.5, 356.75, 357.75, 351.75, 22685.89, 22453.49, 2670.12, 2687.12, 3.8819999999999997, 3.8819999999999997, 3.8819999999999997, 0.6996, 0.7006, 0.7018, 3801.22, 3837.91, 1.3030000000000002, 1109.01, 1095.51, 1132.6, 1130.33, 1204.84, 1214.34, 1204.61, 11979.7, 11935.78, 11909.55, 12.5983, 12.4376, 6570.0, 6554.536666666668, 6584.703333333333, 730.63, 720.72, 2.115, 2.126, 2.1019, 3.9530000000000003, 3.9530000000000003, 90.5, 17.136, 17.01, 17.135, 16.88, 478.38, 481.38, 5.662000000000001, 5.662000000000001, 2613.52, 2618.82, 2623.21
2010-03-15, 1649.5, 3.54, 3.54, 1.3763, 1.3678, 1.3798, 1.3668, 339.57, 342.29, 338.75, 5625.6, 5646.7, 12.336, 12.293, 12.214, 165.41, 4.468999999999999, 69341.38, 70486.15, 69341.38, 2.927, 2.927, 2.927, 2.927, 5945.11, 5944.57, 5934.15, 1544.09, 1502.07, 1415.75, 1424.52, 1395.91, 4.087, 4.087, 4.087, 5122.1, 1149.99, 1146.97, 3.3560000000000003, 3.3560000000000003, 3057.52, 3011.97, 1553.84, 1547.58, 2376.07, 2376.28, 2358.08, 145.09, 3.4610000000000003, 3.4610000000000003, 3.7030000000000003, 3.7030000000000003, 1066.89, 1058.76, 1067.38, 1.0242, 1.0154, 3.162, 3.162, 3.162, 69788.0, 70765.0, 24.8332, 24.9919, 24.7658, 83.16, 32578.05, 32725.26, 10777.49, 10699.3, 6836.6, 6867.04, 6872.99, 6825.34, 10624.69, 10611.77, 10690.9, 10561.66, 130.15, 132.75, 130.05, 1018.15, 1033.41, 1029.01, 0.9079, 0.9113, 0.9043, 78.7, 1714.39, 1695.12, 1.2725, 676.59, 678.9, 640.41, 641.24, 637.14, 1101.5, 11078.9, 11181.3, 11049.4, 1.5185, 1.5063, 1.5219, 1.5025, 354.0, 356.25, 357.25, 353.25, 22760.42, 22520.07, 2676.11, 2686.24, 3.866, 3.866, 3.866, 0.7018, 0.6996, 0.705, 3832.3, 3856.12, 1.325, 1111.62, 1100.49, 1129.04, 1131.71, 1206.1799999999996, 1212.06, 1204.475, 12013.82, 12019.84, 11954.38, 12.5291, 12.3622, 6574.05, 6578.973333333332, 6597.156666666668, 733.34, 722.89, 2.1197, 2.1442, 2.0751, 3.958, 3.958, 90.67, 17.024, 17.205, 17.22, 16.98, 481.88, 485.88, 5.675, 5.675, 2625.28, 2615.17, 2635.09
2010-03-16, 1648.01, 3.4939999999999998, 3.4939999999999998, 1.3676, 1.3777, 1.3779, 1.3639, 335.11, 339.23, 334.91, 5593.9, 5627.0, 12.3805, 12.294, 12.293, 166.23, 4.447, 69023.75, 69384.09, 68622.76, 2.7939999999999996, 2.7939999999999996, 2.7939999999999996, 2.7939999999999996, 5903.56, 5933.63, 5898.22, 1536.24, 1513.07, 1400.19, 1416.83, 1398.98, 4.0569999999999995, 4.0569999999999995, 4.0569999999999995, 5101.2, 1150.51, 1141.45, 3.35, 3.285, 3013.52, 2963.49, 1551.7, 1554.16, 2361.92, 2367.4, 2345.99, 145.12, 3.445, 3.445, 3.697, 3.697, 1068.46, 1066.37, 1073.45, 1.0171, 1.0163, 3.158, 3.158, 3.158, 69473.0, 69500.0, 24.9029, 25.1295, 24.7483, 81.31, 32650.975, 32749.795, 10802.11, 10708.97, 6825.1, 6832.2, 6856.31, 6821.59, 10642.15, 10623.41, 10680.32, 10540.65, 128.65, 128.65, 128.65, 1013.51, 1037.62, 1031.71, 0.9075, 0.9129, 0.9043, 77.27, 1708.01, 1703.72, 1.27, 674.41, 675.35, 643.44, 638.23, 638.17, 1105.1, 11069.9, 11078.3, 10932.2, 1.5053, 1.5174, 1.5208, 1.5019, 363.25, 365.0, 366.25, 362.0, 22578.7, 22369.49, 2666.41, 2683.11, 3.8710000000000004, 3.8710000000000004, 3.8710000000000004, 0.7028, 0.7036, 0.7056, 3844.84, 3865.17, 1.34, 1117.55, 1107.09, 1134.7, 1126.9, 1207.52, 1209.78, 1204.34, 12008.8, 11988.4, 11908.04, 12.5644, 12.4082, 6578.1, 6603.41, 6609.61, 736.69, 727.81, 2.096, 2.1065, 2.0435, 3.95, 3.95, 90.7, 17.083, 17.06, 17.12, 17.005, 485.13, 486.63, 5.665, 5.665, 2608.8, 2619.93, 2624.89
2010-03-17, 1682.86, 3.443, 3.443, 1.3772, 1.3677, 1.3786, 1.3657, 339.26, 340.15, 336.83, 5620.4, 5637.7, 12.3785, 12.356, 12.322, 166.2, 4.423, 69942.2, 69948.98, 69021.8, 2.907, 2.907, 2.907, 2.907, 5970.99, 5935.19, 5930.34, 1536.79, 1512.64, 1420.76, 1421.02, 1400.25, 4.023, 4.023, 4.023, 5125.7, 1159.46, 1150.35, 3.3089999999999997, 3.3089999999999997, 2993.84, 2963.44, 1562.78, 1549.99, 2367.32, 2378.84, 2360.67, 145.62, 3.438, 3.438, 3.653, 3.653, 1076.07, 1067.21, 1077.29, 1.0192, 1.0135, 3.1319999999999997, 3.1319999999999997, 3.1319999999999997, 70429.0, 69600.0, 24.9231, 25.0396, 24.7894, 82.1, 32723.9, 32774.33, 10718.63, 10716.2, 6874.43, 6860.92, 6886.17, 6854.49, 10685.98, 10642.53, 10717.42, 10594.16, 130.35, 129.0, 129.0, 1020.05, 1043.23, 1031.82, 0.9081, 0.9123, 0.9009, 77.25, 1730.57, 1697.3, 1.272, 679.58, 674.64, 641.92, 642.83, 639.93, 1122.2, 11028.6, 11061.8, 10921.1, 1.5246, 1.5053, 1.5262, 1.4978, 366.75, 363.75, 369.0, 363.0, 22678.48, 22415.58, 2667.91, 2719.6850000000004, 3.86, 3.86, 3.86, 0.7123, 0.7028, 0.7134, 3843.55, 3853.51, 1.344, 1119.28, 1108.29, 1134.5, 1133.5, 1209.91, 1212.76, 1208.42, 12089.4, 12048.79, 12008.8, 12.602, 12.4867, 6613.57, 6578.1, 6618.86, 752.91, 737.82, 2.0631, 2.123, 2.0452, 3.9560000000000004, 3.9560000000000004, 90.33, 17.333, 17.125, 17.45, 17.125, 482.13, 488.88, 5.635, 5.635, 2631.57, 2619.75, 2640.61
2010-03-18, 1675.17, 3.475, 3.475, 1.3738, 1.3769999999999998, 1.3818, 1.3725, 343.06, 343.76, 340.36, 5644.6, 5657.8, 12.3905, 12.323, 11.87, 165.22, 4.368, 69723.23, 70423.95, 69376.19, 2.866, 2.866, 2.866, 2.866, 6024.28, 5999.31, 5991.21, 1569.77, 1534.36, 1435.31, 1442.04, 1427.42, 3.9930000000000003, 3.9930000000000003, 3.9930000000000003, 5177.15, 1166.21, 1159.94, 3.404, 3.3930000000000002, 3050.76, 2994.89, 1550.81, 1561.4, 2381.65, 2400.09, 2381.47, 145.17, 3.423, 3.423, 3.642, 3.642, 1070.76, 1074.98, 1076.95, 1.0135, 1.0069, 3.115, 3.115, 3.115, 70172.0, 70650.0, 24.8662, 24.9849, 24.787, 83.09, 32798.3, 33000.0, 10789.24, 10761.89, 6892.01, 6900.94, 6913.18, 6879.36, 10733.67, 10686.36, 10787.86, 10658.1, 131.2, 130.85, 130.5, 1025.58, 1042.11, 1034.84, 0.9026, 0.9069, 0.8949, 80.53, 1729.43, 1714.93, 1.2777, 683.98, 680.36, 638.68, 641.22, 636.9, 1124.0, 11128.0, 11190.0, 11090.4, 1.5324, 1.5252, 1.5383, 1.521, 374.0, 367.75, 374.5, 365.0, 22934.38, 22761.45, 2669.41, 2756.26, 3.8489999999999998, 3.8489999999999998, 3.8489999999999998, 0.7138, 0.7123, 0.718, 3785.53, 3808.95, 1.34, 1120.6, 1111.4, 1128.8, 1131.0, 1218.45, 1221.85, 1217.4, 12100.66, 12122.47, 12085.32, 12.5797, 12.4342, 6674.41, 6613.56, 6674.76, 767.81, 757.15, 2.1202, 2.144, 2.1126, 3.908, 3.908, 90.32, 17.502, 17.5, 17.5, 17.4, 487.13, 498.13, 5.655, 5.655, 2665.62, 2639.27, 2668.31
