@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute EUR_USD_Now numeric
@attribute EUR_USD_Open numeric
@attribute EUR_USD_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_Open numeric
@attribute CNY_KRW_High numeric
@attribute Brazil_Open numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_High numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute DAX_High numeric
@attribute RTSI_Open numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Open numeric
@attribute MOEX_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute S&P_Now numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute Copper_Now numeric
@attribute Copper_Open numeric
@attribute Copper_High numeric
@attribute SANGHAI_Now numeric
@attribute SANGHAI_Open numeric
@attribute SANGHAI_High numeric
@attribute EUR_KRW_Now numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_High numeric
@attribute HKD_KRW_Now numeric
@attribute HKD_KRW_Open numeric
@attribute FRANCE_10_YEAR_Now numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_Low numeric
@attribute US_10_YEAR_Now numeric
@attribute US_10_YEAR_Open numeric
@attribute US_10_YEAR_Low numeric
@attribute CHF_KRW_Open numeric
@attribute iBovespa_Open numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_Open numeric
@attribute WTI_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_High numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Now numeric
@attribute SOUTH_KOREA_10_YEAR_Open numeric
@attribute SOUTH_KOREA_10_YEAR_High numeric
@attribute SMI_Open numeric
@attribute SMI_Low numeric
@attribute DOWJONES_Open numeric
@attribute US_COFFEE_Open numeric
@attribute US_COFFEE_High numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Low numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Open numeric
@attribute BRENT_OIL_High numeric
@attribute GBP_KRW_Now numeric
@attribute GBP_KRW_Open numeric
@attribute AUD_SGD_Now numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Open numeric
@attribute Russell_High numeric
@attribute BRL_KRW_Now numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute IBEX_Now numeric
@attribute GBP_USD_Now numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Open numeric
@attribute Corn_Low numeric
@attribute IDX_High numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Now numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Now numeric
@attribute CSE_Open numeric
@attribute CSE_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_Open numeric
@attribute CAD_KRW_Now numeric
@attribute CAD_KRW_Open numeric
@attribute CAD_KRW_High numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_Low numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute JPY_KRW_Now numeric
@attribute Tadawul_Now numeric
@attribute Tadawul_High numeric
@attribute Tadawul_Low numeric
@attribute SET_Open numeric
@attribute HEATING_OIL_Low numeric
@attribute ITALY_10_YEAR_Open numeric
@attribute ITALY_10_YEAR_Low numeric
@attribute USD_JPY_Open numeric
@attribute USD_JPY_High numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Now numeric
@attribute US_WHEAT_Open numeric
@attribute AUS_10_YEAR_Now numeric
@attribute AUS_10_YEAR_Open numeric
@attribute AUS_10_YEAR_Low numeric
@attribute BEL_Open numeric
@attribute BEL_Low numeric

@data
2009-4-22, 19.21, 0.02, 0.02, 0.0019, -0.0124, 0.0014, -3.4, -93.6, 0.062, 0.069, 3.11, 1.43, 2.63, -672.24, 79.46, -0.078, -0.078, -124.73, -38.57, -28.08, -5.29, -55.56, -19.66, -11.8, -7.9, 17.69, -37.02, -18.18, -0.017, -0.111, -0.085, -21.63, 23.09, -6.44, 29.7, 35.64, 0.53, 2.53, 0.39, 0.031, 0.031, 0.031, 0.053, 0.053, 0.053, 0.62, -177.5, 0.3452, 0.5277, -1.61, -370.55, -355.07, -97.5, -200.96, -0.01, -0.01, -0.01, -126.4, -101.89, -287.21, -0.8, 0.0, -26.86, 30.67, 2.26, -0.0069, 0.0018, -3.2, -2.43, 48.87, -28.95, 0.0172, -0.0138, 0.0012, -27.6, -7.93, 14.63, 4.39, -4.9, -102.4, 0.0144, -0.0252, -0.0033, -4.75, 8.0, -0.07, -12.55, -0.029, -0.029, -0.029, 0.0074, 18.85, 21.29, -0.025, 0.025, 17.35, -19.65, -5.55, 19.75, 27.5, 18.1, -12.7, -9.88, -289.58, -183.45, -111.19, 0.0996, -162.76, -31.53, -203.17, 2.78, -0.0248, 0.059, 0.059, -1.55, -0.48, -0.045, -0.065, 5.0, -17.25, -0.238, -0.238, -0.238, -77.0, -16.17
2009-4-23, 12.78, 0.03, 0.03, 0.0064, 0.0026, -0.0013, 43.2, 16.8, -0.069, -0.08900000000000001, -0.66, 2.87, -1.91, -672.24, 79.46, 0.104, 0.104, 51.96, -20.58, 3.29, 27.74, 10.1, 17.31, -35.0, -12.25, -6.53, 16.01, 11.69, -0.036000000000000004, 0.023, 0.013, -74.48, 24.85, 26.62, 1.94, 2.27, 35.97, -0.465, 2.48, 0.013, 0.013, 0.013, 0.038, 0.038, 0.038, 17.65, -177.5, -0.0879, -0.4617, 3.87, 263.07, -43.64, -24.56, 70.51, 0.01, 0.01, 0.01, -73.75, 14.8, 123.05, 0.8, 5.0, 26.32, -9.67, 13.71, 0.0157, -0.0002, -0.04, -0.31, -31.22, 47.0, -0.0072, -0.0018, 0.0042, 15.93, 10.86, 2.49, 3.39, 9.7, 218.3, -0.0195, 0.0142, -0.0069, 4.5, 1.5, 13.14, 4.13, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, -0.0038, 9.8, 9.8, -0.025, -0.015, -6.27, 17.13, -9.19, -3.75, -20.8, -11.4, 10.51, 2.79, 188.79, 157.35, 175.53, 0.0623, 160.91, -0.02, 159.58, 10.19, 0.0129, 0.008, 0.008, 0.77, -0.28, 0.245, 0.115, 7.25, 5.75, 0.093, 0.093, 0.093, 39.51, 32.32
2009-4-24, -14.7, 0.061, 0.061, 0.0148, 0.0046, 0.0094, -12.5, 46.3, -0.0615, -0.035, -0.34, -0.49, 0.38, 453.84, 453.84, -0.046, -0.046, 14.29, 9.7, 9.7, 23.19, 19.57, 17.89, 93.4, -34.1, 8.37, -2.64, -8.91, -0.062, -0.016, 0.019, 2.6, -107.43, -105.07, 16.4, 6.09, -24.97, -0.385, -0.48, -0.009000000000000001, -0.009000000000000001, -0.009000000000000001, -0.011, -0.011, -0.011, 0.05, 225.0, 0.1705, 0.0761, 0.67, 349.32, 136.98, -0.59, -35.47, 0.02, 0.02, 0.02, 90.93, 22.95, -77.97, 3.75, 0.65, 4.5, 10.79, 5.65, -0.0052, 0.01, -0.5, 0.19, 27.58, -32.41, 0.0071, 0.0013, 0.0028, 5.52, -8.43, 0.28, 3.9, 14.1, -64.9, 0.0243, -0.0203, 0.0045, -1.0, -0.5, -59.67, -24.54, 0.005, 0.005, 0.005, 0.0048, 23.64, 23.64, 0.005, -0.025, 13.97, -6.45, 6.82, -3.0, 4.4, 6.3, 18.9, 13.18, 117.9, 1.42, 89.54, -0.0432, 67.98333333, 96.81666667, 111.28333329999998, -8.14, -0.0057, -0.05, -0.05, -0.49, -0.19, 0.45, 0.605, 12.5, 7.25, 0.045, 0.045, 0.045, 12.16, 23.49
2009-4-27, -14.27, 0.017, 0.017, 0.0108, 0.0145, 0.0135, 137.8, 73.7, 0.064, -0.043, -0.7, -0.38, -0.82, 913.47, 913.47, -0.008, -0.008, 65.56, 35.57, 34.16, -5.15, 23.41, 18.71, 57.05, 93.1, 14.31, 9.29, 18.93, 0.058, 0.006, -0.028, -15.36, 36.48, 7.38, 7.95, 42.08, 48.02, -0.62, -0.32, -0.032, -0.032, -0.032, 0.069, 0.069, 0.069, 10.87, 1150.0, 0.0634, 0.0312, 0.69, 752.84, 739.92, 55.16, 47.12, -0.1, -0.1, -0.1, -51.06, 32.83, 70.64, 1.4, 0.8, 6.89, 7.82, 2.28, 0.0101, 0.0012, 0.81, 1.58, -12.9, 27.94, 0.0071, 0.0058, 0.005, -2.9, 9.74, 4.22, 1.49, 7.7, 119.0, -0.0042, 0.0238, 0.0131, 6.5, 5.0, -5.28, -9.63, -0.018000000000000002, -0.018000000000000002, -0.018000000000000002, 0.0137, 32.42, 32.42, -0.01, -0.005, 7.58, 12.93, 9.6, -4.8, -9.9, -7.9, 6.885, 8.615, 141.91, 153.71, 130.35, 0.0768, 67.98333333, 96.81666667, 111.28333329999998, 8.79, -0.004, -0.008, -0.008, -0.18, -0.51, 0.165, 0.16, 3.0, 12.25, -0.005, -0.005, -0.005, 16.4, 23.21
2009-4-28, -39.59, -0.006, -0.006, -0.0236, 0.0102, -0.0116, 11.0, 23.2, -0.0325, 0.065, 0.01, -2.28, -0.32, 970.42, -138.94, 0.005, 0.005, 38.24, 10.67, -16.79, -20.54, -13.02, -24.93, -10.75, 57.7, -8.72, 8.91, -2.97, -0.067, -0.008, -0.025, -43.24, -33.72, -28.6, -32.15, -14.88, -2.34, 0.02, -0.62, -0.017, -0.017, -0.017, -0.084, -0.084, -0.084, 8.59, 100.0, -0.276, 0.0889, -1.05, -755.06, -132.83, -48.76, -46.41, 0.0, 0.0, 0.0, 50.89, 24.83, 116.37, 0.05, -1.3, 2.58, -18.21, 0.14, -0.0129, -0.0044, 0.91, -0.9, -6.88, -13.48, -0.0153, -0.0028, -0.003, 5.45, -4.52, -9.96, -4.11, -6.2, -111.2, -0.0055, -0.0049, -0.0059, -5.0, -12.5, -11.01, -2.06, -0.046, -0.046, -0.046, -0.0116, 35.03, -2.6, -0.005, 0.0, -10.36, 7.0, 0.06, 0.2, -5.2, -5.2, 6.885, 8.615, -137.56, -17.2, -57.96, 0.067, 67.98333333, 96.81666667, 111.28333329999998, 3.69, -0.0226, -0.011, -0.011, -1.12, -0.82, 0.035, 0.035, -24.25, 1.75, -0.018000000000000002, -0.018000000000000002, -0.018000000000000002, 11.16, -2.9
2009-4-29, 38.18, 0.05, 0.05, 0.0127, -0.0221, -0.0034, -70.6, -12.2, 0.107, 0.075, 1.97, 1.69, 1.83, -952.24, -696.35, -0.05, -0.05, -51.77, -28.2, -22.18, -14.97, -14.1, -25.94, -107.65, -11.8, -2.35, -8.34, -4.35, -0.09, -0.11, -0.11, -3.91, -60.56, -41.49, 34.89, -5.6, -10.47, 1.73, 0.02, -0.018000000000000002, -0.018000000000000002, -0.018000000000000002, 0.106, 0.106, 0.106, -17.91, -1120.0, 0.1493, 0.0567, 0.54, -164.58, -694.49, -105.06, -154.74, -0.17, -0.17, -0.17, 3.54, 1.49, -50.26, -2.75, -1.7, -2.5, 4.91, -4.14, 0.0083, 0.0002, -0.96, -0.77, 20.76, -5.47, -0.0057, -0.0132, -0.0111, -7.54, 1.37, 11.77, 1.64, -14.6, -120.7, 0.0004, -0.0039, 0.0002, -3.0, 6.25, 19.1, 1.88, 0.024, 0.024, 0.024, -0.0101, -32.68, -15.82, -0.005, 0.03, 11.71, -7.26, 4.77, 13.4, 18.1, 13.0, 5.836666667, 7.926666667, -77.03, -154.68, -77.74, 0.1842, 51.11, -37.22, 15.36, 3.72, 0.0165, -0.006999999999999999, -0.006999999999999999, -0.39, -0.42, -0.555, -0.555, 2.5, -22.0, -0.04, -0.04, -0.04, -24.51, -20.86
2009-4-30, 30.94, 0.031, 0.031, 0.012, 0.012, 0.0157, 93.2, 26.3, -0.138, -0.044, -2.29, 1.97, -0.15, 5.76, 859.23, 0.013, 0.013, 60.91, -19.16, 3.69, 34.53, -11.5, 16.1, 111.6, -97.85, 18.48, 2.37, 17.58, 0.096, -0.019, 0.095, 66.75, 18.78, 66.28, -4.65, 38.13, 36.63, -2.08, 1.73, -0.023, -0.023, -0.023, 0.087, 0.087, 0.087, 24.56, 1120.0, -0.075, -0.008, 0.57, 416.81, 641.98, -31.415, 60.84, 0.01, 0.01, 0.01, 12.73, 26.82, -5.25, 1.1, 0.55, -10.9, 14.57, 7.76, -0.0007, 0.0067, -0.51, 0.86, -4.45, 21.21, 0.0218, 0.0192, 0.0062, 9.3, 15.67, -1.56, 4.5, 7.0, 235.0, 0.015, 0.0008, 0.0099, 3.0, 6.75, 30.57, 19.86, -0.095, -0.095, -0.095, 0.012, -14.5, 6.24, 0.0075, -0.0225, 1.96, 10.17, 0.93, -16.1, 5.5, -4.1, 5.836666667, 7.926666667, 160.66, 81.75, 74.23, -0.3256, 153.61, 153.81, 67.98, -1.61, 0.015, -0.018000000000000002, -0.018000000000000002, 0.17, 1.26, 0.359, -0.015, 10.25, 0.25, 0.095, 0.095, 0.095, 17.36, 34.96
2009-5-4, 28.56, 0.003, 0.003, -0.004, 0.0111, 0.0069, 54.1, 100.3, -0.2745, -0.35100000000000003, -8.44, -2.28, -3.09, 1409.95, 1409.95, 0.016, 0.016, 115.11, 30.93, 30.93, -1.66, 38.84, 38.57, 90.025, 53.525, -0.83, 19.74, 6.64, 0.043, 0.104, 0.044, 9.38, 76.27, 13.35, -82.67, 5.36, 26.92, -7.57, -2.08, 0.028, 0.028, 0.028, 0.012, 0.012, 0.012, -7.2, 1350.0, -1.0916, -0.384, 1.09, -180.49, 50.0, -31.415, 60.84, 0.1, 0.1, 0.1, 118.18, 131.49, 170.2, 0.65, 0.15, 8.38, -42.53, -26.31, -0.0037, -0.0026, 1.6, 0.11, -84.88, -7.26, -0.0036, 0.0061, 0.0152, 17.47, 6.72, -30.15, -24.04, -9.1, 146.7, 0.001, 0.0119, 0.0086, 16.5, 13.5, 79.44, 48.27, 0.038, 0.038, 0.038, -0.0022, 28.52, 18.73, 0.0075, -0.0225, -38.76, 1.25, -2.67, -58.7, -31.5, -58.7, 5.836666667, 7.926666667, 24.72, 91.77, -26.64, -0.7435, 56.39, 57.595, 78.24, 14.26, -0.0082, -0.011, -0.011, 1.05, 1.03, -0.449, -0.2, 3.5, 11.0, 0.02, 0.02, 0.02, 44.87, 24.07
2009-5-6, -4.47, 0.001, 0.001, 0.0179, 0.0037, 0.0022, 76.4, 72.0, 0.0075, -0.043, -1.5, -7.84, -7.13, 54.53, 54.53, 0.023, 0.023, 71.66, 18.28, 18.28, 37.42, 6.51, 15.38, 90.025, 53.525, 34.43, 2.62, 19.15, 0.092, 0.124, 0.094, 82.34, 8.75, 69.47, 10.14, 46.26, 9.95, -1.23, -7.57, 0.062, 0.062, 0.062, 0.031, 0.031, 0.031, -49.23, 650.0, -0.1731, -0.6563, 2.35, 1115.2, 616.96, 162.3, 161.55333330000005, 0.14, 0.14, 0.14, 62.58, 21.14, 25.09, 3.35, 3.9, 1.69, 10.67, 1.85, -0.0012, -0.0037, 1.43, 3.39, 16.65, -64.5, 0.0129, 0.0047, 0.0106, -3.66, 5.36, 16.27, -0.16, 10.9, 36.7, 0.0243, 0.0177, 0.0133, 8.5, 4.75, 68.64, 85.36, 0.049, 0.049, 0.049, 0.0163, 12.08, 21.9, -0.001666667, -0.005, 9.95, -32.74, -25.66, -9.5, -37.9, -12.1, 11.41, 12.34, 150.36, 302.05, 175.57, -0.1295, 56.39, 57.595, 78.24, 8.23, 0.0733, -0.002, -0.002, 1.82, 0.57, 0.7879999999999999, 0.245, 14.25, 25.75, 0.245, 0.245, 0.245, 13.12, 25.8
2009-5-7, 7.63, -0.025, -0.025, -0.0086, 0.0018, 0.0035, 76.4, 72.0, 0.1475, 0.042, 0.78, -2.05, 0.74, 3385.58, 3382.31, -0.01, -0.01, 36.66, 38.36, 32.25, 28.35, 17.53, 10.47, -28.95, 183.3, 12.29, 24.74, 12.43, 0.043, -0.07, 0.034, 32.61, 76.88, 36.39, -5.16, -4.46, 6.73, 0.58, -1.22, -0.006, -0.006, -0.006, 0.005, 0.005, 0.005, -7.68, 1900.0, 0.2228, -0.2033, 1.01, 892.08, 792.63, 162.3, 161.55333330000005, 0.04, 0.04, 0.04, -0.85, 23.82, 189.88, 2.85, 3.65, 20.24, 13.64, 0.67, -0.0124, -0.0085, 1.78, 1.52, 17.2, 2.3, 0.013, 0.0114, 0.0035, 13.39, 2.55, 2.24, 6.55, 8.9, 154.3, 0.0094, 0.0133, 0.0155, -2.75, 2.75, 2.91, 31.51, -0.069, -0.069, -0.069, 0.0117, 30.2, 30.2, -0.001666667, -0.005, 10.12, 1.44, 9.74, 4.5, -21.1, -8.0, 13.45, -2.39, 387.63, 287.83, 383.76, 0.1044, 63.85, 152.61, 131.72, 7.8, 0.0409, -0.055, -0.055, -0.67, -0.49, 0.599, 0.88, 9.25, -5.25, -0.04, -0.04, -0.04, 7.07, 12.38
2009-5-8, 11.05, 0.062, 0.062, 0.008, 0.0002, 0.0003, 2.2, 83.2, -0.094, 0.066, -2.25, -1.33, -3.39, 823.94, -929.29, -0.003, -0.003, 34.76, 26.02, 32.13, 25.55, 36.81, 43.87, 58.85, -44.85, -12.14, 15.63, 9.3, -0.022, 0.101, 0.015, 4.93, 48.56, 25.18, -10.14, -42.86, 2.84, -1.89, 0.58, 0.132, 0.132, 0.132, 0.185, 0.185, 0.185, 4.86, 1600.0, -0.1315, -0.1386, 1.89, -316.73, 331.59, 162.3, 161.55333330000005, 0.23, 0.23, 0.23, 72.21, 40.68, 110.08, 0.2, 0.25, 15.02, 0.08, 11.53, 0.0104, -0.0038, 1.92, 1.92, -32.35, 13.39, 0.013, 0.0115, 0.0133, 1.99, 1.91, -4.94, 3.97, 4.5, -0.1, -0.009000000000000001, 0.0048, -0.0048, 3.25, 4.5, 40.86, 39.27, 0.106, 0.106, 0.106, 0.003, 24.67, 21.27, -0.001666667, -0.005, -16.16, 11.88, -4.07, -14.7, -2.0, -0.8, 0.18, 9.74, 339.84, 182.58, 41.31, -0.264, 48.6, 44.52666667, 59.99, 28.09, 0.0395, 0.038, 0.038, -0.09, 0.67, 0.32, 0.445, 11.25, 12.5, 0.11, 0.11, 0.11, 93.58, 75.65
2009-5-11, 3.03, 0.034, 0.034, 0.0248, 0.0082, 0.009000000000000001, 63.4, -33.3, -0.1525, -0.09, -2.22, -0.56, -0.6, -1433.47, 308.26, 0.115, 0.115, -14.42, 44.71, 35.2, 17.24, 24.03, 24.03, -63.2, 64.65, 21.84, -10.55, 0.59, -0.019, -0.016, -0.012, 28.19, -25.36, 11.95, 11.06, 22.76, -25.72, -1.96, -1.9, 0.047, 0.047, 0.047, -0.051, -0.051, -0.051, -9.63, -530.0, -0.3296, 0.1045, 0.69, 496.18, -223.22, 249.05, 249.46, -0.01, -0.01, -0.01, 23.06, 42.87, -102.83, 2.65, 1.25, -2.82, 5.18, -3.07, 0.0043, 0.0138, 0.34, 0.28, 3.68, -31.64, 0.0095, 0.009000000000000001, 0.0062, -8.57, 0.54, 5.65, -7.28, -0.6, 179.2, 0.0212, -0.0077, 0.0025, 4.0, 4.0, 23.15, 20.76, 0.002, 0.002, 0.002, 0.0119, 1.345, 3.045, 0.03, 0.015, 5.75, -14.43, -10.35, -15.18, -3.12, -14.22, -3.915, 0.94, -213.73, -84.77, 45.02, -0.0646, 48.6, 44.52666667, 59.99, -1.86, 0.0128, 0.023, 0.023, 0.52, -0.18, -0.077, 0.05, 21.5, 12.5, 0.04, 0.04, 0.04, 19.37, 32.2
2009-5-12, -11.65, -0.063, -0.063, -0.0072, 0.0257, 0.0214, -26.6, -17.5, -0.037000000000000005, -0.083, -1.41, -3.51, -3.23, 1323.22, 9.17, -0.001, -0.001, -48.15, -2.05, 2.025, 15.315, -1.16, -2.18, -66.1, -66.05, -19.99, 13.96, -7.18, -0.053, -0.013, -0.059, -45.89, 59.53, 29.89, -21.29, -7.76, 0.56, -1.19, -1.94, -0.053, -0.053, -0.053, -0.113, -0.113, -0.113, 11.55, -720.0, -0.3273, -0.5087, 0.63, -142.56, -22.25, 109.32, -6.82, 0.06, 0.06, 0.06, 9.85, -22.64, 158.5, 2.8, 2.8, -9.35, -20.98, -2.52, 0.0035, 0.0046, 1.16, -0.41, -30.3, 1.36, -0.0126, 0.0029, 0.0031, 10.39, -4.67, -5.96, 7.94, -1.4, -91.3, -0.0129, 0.0196, 0.0102, 4.25, 2.75, 28.14, 6.02, -0.053, -0.053, -0.053, -0.0049, 1.345, 3.045, 0.01, 0.03, -24.3, 5.79, 0.18, -9.22, -23.88, -11.08, -3.915, 0.94, -48.81, -18.02, 28.77, 0.045, 48.6, 44.52666667, 59.99, -1.86, 0.0074, -0.029, -0.029, -0.45, -0.77, -0.045, -0.05, 0.0, 9.25, -0.005, -0.005, -0.005, 36.19, -32.22
2009-5-13, 11.01, 0.023, 0.023, 0.0069, -0.0076, 0.0009, -10.0, -12.5, 0.038, -0.049, 0.8, 0.23, 1.6, -409.03, -252.18, 0.008, 0.008, 8.96, -2.05, 2.025, 15.315, -1.16, -2.18, 126.5, -61.1, -0.89, -12.47, -7.42, -0.004, -0.043, 0.009000000000000001, 38.42, -83.93, -44.26, 15.48, -15.32, -4.45, 0.655, -1.21, 0.032, 0.032, 0.032, 0.002, 0.002, 0.002, -13.69, 660.0, 0.182, 0.2475, 1.03, -246.53, -50.96, -102.47, -44.14, -0.1, -0.1, -0.1, -58.58, 3.44, -150.06, -0.35, -0.35, -9.66, 11.8, -1.35, -0.0053, -0.0033, -0.5, 0.82, 27.34, -29.03, 0.0072, -0.006999999999999999, -0.0006, -2.96, -0.63, 1.66, 2.23, 10.5, -47.8, 0.0156, -0.0121, 0.0005, 6.0, 5.75, -49.04, -30.22, 0.049, 0.049, 0.049, 0.0058, 4.08, -20.11, -0.01, 0.015, 8.84, -24.57, -5.82, 5.1, 19.0, 5.0, 9.05, -3.08, 114.5, -44.91, -25.56, 0.2007, 69.72, 24.6, -34.45, 2.26, 0.0117, 0.073, 0.073, -1.12, -0.96, 0.305, 0.095, 2.0, 8.75, -0.017, -0.017, -0.017, -73.57, -23.19
2009-5-14, -33.57, -0.021, -0.021, -0.0045, 0.0072, 0.0002, -94.1, -9.5, 0.0095, 0.046, 0.12, 0.81, -1.12, -662.89, -1377.76, 0.073, 0.073, -45.44, 41.62, 10.68, -51.66, 62.92, -12.46, -45.85, 114.1, -24.43, -5.12, -10.17, -0.053, 0.014, -0.038, 45.6, 66.67, 50.52, -4.4, -51.73, -45.76, 0.125, 0.66, -0.081, -0.081, -0.081, -0.066, -0.066, -0.066, 8.32, -1705.0, -0.1622, -0.2679, -0.4, -541.48, -334.27, -52.46, -19.72, -0.02, -0.02, -0.02, 52.03, -57.51, 42.63, -0.65, -0.65, -18.74, -13.62, -2.95, 0.0037, 0.0015, 1.06, 0.14, -13.28, 27.01, -0.0137, 0.0029, -0.0068, -13.67, -16.0, -12.25, -9.43, 2.0, -268.4, -0.0119, 0.016, 0.0011, 5.75, 2.0, 29.09, 37.36, -0.068, -0.068, -0.068, -0.0142, -11.47, -8.02, 0.005, -0.01, -9.67, 9.29, 1.18, 1.0, -17.0, -8.3, -13.56, -3.95, -225.42, -115.38, -274.7, 0.1405, 27.12, 26.06, 104.32, 10.91, -0.0136, 0.008, 0.008, -1.36, -1.15, -0.195, 0.06, -3.75, 4.5, 0.012, 0.012, 0.012, -0.49, -30.47
2009-5-15, 10.78, -0.01, -0.01, 0.0035, -0.0047, -0.0042, 31.2, -76.7, 0.1765, 0.078, 3.24, 0.13, 4.08, -1646.02, -146.26, -0.112, -0.112, -136.63, -32.27, -20.7, -7.26, -70.7, -19.8, -41.8, -36.85, 9.15, -21.16, -7.04, -0.002, -0.084, -0.073, -23.88, 2.42, -18.72, 35.26, 25.02, 3.46, 2.91, 0.12, 0.015, 0.015, 0.015, -0.02, -0.02, -0.02, -0.11, -1048.0, 0.461, 0.2013, -0.86, 250.92, -265.89, -93.49, -226.48, -0.03, -0.03, -0.03, -102.6, -41.13, -175.88, -1.6, 0.5, -17.32, 25.29, 1.61, -0.0009, 0.0019, -1.15, -1.77, 42.04, -11.23, 0.0084, -0.008, -0.0042, -17.76, -4.23, 18.96, 0.14, 2.5, -16.4, 0.0069, -0.0107, -0.0027, -3.75, -0.75, -20.62, -57.36, 0.036000000000000004, 0.036000000000000004, 0.036000000000000004, 0.0014, -18.17, 1.56, -0.025, 0.005, 22.65, -10.12, 6.64, 22.5, 20.0, 19.3, 1.19, -3.41, -258.44, -139.74, -12.43, 0.1688, -21.47333333, -29.53333333, -24.91333333, 0.22, -0.0161, 0.013, 0.013, -0.87, -0.5, 0.02, -0.17, 2.75, -16.0, -0.04, -0.04, -0.04, -43.86, -37.81
2009-5-18, -5.05, 0.006999999999999999, 0.006999999999999999, -0.0138, 0.0041, -0.0059, -14.5, 29.4, -0.121, 0.058, -1.4, 3.1, -1.01, 776.11, 512.23, -0.086, -0.086, 32.02, -14.9, 2.3, 1.57, 9.19, 5.17, 78.2, -34.05, -10.19, 8.52, -1.39, -0.006999999999999999, 0.005, 0.006, 5.37, 15.44, 9.88, -30.49, -9.07, 2.23, -1.24, 2.78, 0.043, 0.043, 0.043, 0.042, 0.042, 0.042, 22.51, 263.0, -0.0353, 0.1937, -0.48, -64.21, 32.79, -62.09, 88.49, 0.03, 0.03, 0.03, 139.29, 87.43, 40.3, 1.45, 1.1, 7.96, -21.2, 4.27, -0.0061, -0.006999999999999999, 1.24, 1.63, -21.15, 39.77, -0.0104, -0.0012, 0.0037, 8.2, -2.56, -12.14, 5.61, 2.9, -5.6, -0.0059, 0.0057, 0.0076, 10.5, 1.75, -30.34, -68.56, 0.045, 0.045, 0.045, -0.0102, 13.97, 14.92, 0.02, -0.025, -15.11, 21.15, 0.96, -9.5, 5.0, 5.2, 4.985, 0.685, 176.87, 9.1, 67.81, -0.0043, -21.47333333, -29.53333333, -24.91333333, -7.8, -0.0442, -0.044, -0.044, 0.59, -0.11, -0.03, 0.22, -4.0, 19.0, -0.015, -0.015, -0.015, -13.35, 9.11
