@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute AEX_Now numeric
@attribute AEX_Open numeric
@attribute AEX_High numeric
@attribute AEX_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_Open_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute Brazil_Now numeric
@attribute Brazil_Open numeric
@attribute Brazil_High numeric
@attribute Brazil_Low numeric
@attribute DAX_Now numeric
@attribute DAX_Open numeric
@attribute DAX_High numeric
@attribute DAX_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_High numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_Open numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute OMXS_Low numeric
@attribute Russell_Low numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute S&P_TSX_Low numeric
@attribute BEL_High numeric
@attribute BEL_Low numeric

@data
2014-04-25, 1971.66, 397.1, 399.07, 399.41, 393.32, 6703.0, 6674.74, 6724.58, 6667.65, 51817.45, 51569.69, 51963.17, 51237.58, 9548.68, 9597.07, 9645.06, 9410.33, 1438.24, 1438.96, 52451.0, 52650.0, 52680.0, 51810.0, 40407.93, 40298.62, 40443.8, 40150.4, 1351.06, 1136.43, 14554.25, 14533.39, 14584.1, 14522.16, 3146.53, 3105.93
2014-04-28, 1969.26, 392.85, 394.86, 395.51, 391.83, 6685.69, 6702.85, 6704.37, 6657.3, 51399.35, 51817.04, 51817.04, 51019.33, 9401.55, 9474.79, 9501.91, 9367.42, 1440.3, 1442.07, 51975.0, 52210.0, 52305.0, 51625.0, 40198.4, 40409.52, 40423.96, 39979.53, 1357.73, 1120.98, 14533.57, 14554.25, 14554.25, 14472.08, 3125.43, 3096.91
2014-04-29, 1964.77, 393.73, 393.49, 395.23, 392.19, 6700.16, 6685.69, 6720.33, 6682.9, 51383.68, 51396.82, 51471.48, 50776.61, 9446.36, 9454.84, 9496.84, 9407.65, 1433.68, 1441.75, 52007.0, 52100.0, 52145.0, 51330.0, 40136.57, 40198.16, 40314.19, 40038.67, 1353.48, 1102.26, 14530.91, 14533.57, 14557.31, 14459.78, 3124.82, 3099.63
2014-04-30, 1961.79, 398.47, 394.92, 398.51, 394.29, 6769.91, 6700.16, 6769.91, 6700.1, 51838.61, 51386.17, 52415.86, 51386.17, 9584.12, 9521.65, 9596.42, 9480.57, 1423.03, 1434.47, 52429.0, 52280.0, 53050.0, 52250.0, 40702.67, 40145.31, 40702.76, 40095.54, 1358.41, 1118.42, 14583.11, 14530.91, 14613.03, 14520.22, 3116.27, 3092.97
2014-05-02, 1959.44, 400.55, 399.65, 401.35, 399.29, 6780.03, 6769.91, 6794.88, 6748.76, 51626.69, 51837.56, 51837.56, 51250.61, 9603.23, 9576.93, 9618.98, 9561.06, 1433.2, 1434.38, 52158.0, 52450.0, 52530.0, 51665.0, 40711.56, 40702.81, 40798.43, 40433.66, 1362.9, 1109.37, 14651.87, 14583.11, 14662.01, 14569.32, 3101.35, 3081.27
2014-05-07, 1939.88, 399.23, 400.05, 400.84, 398.45, 6822.42, 6808.87, 6838.17, 6798.61, 52980.31, 51630.28, 53060.11, 51628.19, 9556.02, 9611.79, 9627.38, 9533.3, 1428.84, 1433.44, 53690.0, 52000.0, 53900.0, 51850.0, 40967.95, 40729.04, 41053.93, 40729.04, 1357.92, 1126.39, 14765.15, 14664.48, 14765.15, 14664.48, 3108.68, 3087.83
2014-05-08, 1950.6, 398.59, 394.72, 399.37, 394.72, 6796.44, 6798.56, 6799.34, 6766.84, 54052.74, 53786.09, 54225.85, 53498.81, 9521.3, 9418.5, 9554.35, 9410.08, 1422.57, 1434.61, 54667.0, 54295.0, 54840.0, 54045.0, 41803.13, 41471.36, 41826.46, 41368.67, 1341.83, 1093.28, 14656.4, 14612.64, 14662.28, 14572.13, 3111.78, 3075.66
2014-05-09, 1956.55, 402.98, 399.28, 403.17, 398.36, 6839.25, 6796.44, 6840.37, 6796.44, 53422.37, 54052.63, 54249.42, 53222.35, 9607.4, 9547.27, 9622.3, 9487.57, 1415.52, 1430.5, 53932.0, 54700.0, 54790.0, 53750.0, 41659.91, 41806.13, 42093.91, 41592.2, 1345.41, 1095.51, 14546.03, 14656.4, 14693.15, 14512.12, 3150.96, 3118.22
2014-05-12, 1964.94, 401.93, 401.92, 402.38, 400.88, 6814.57, 6839.25, 6839.42, 6805.39, 53100.34, 53422.45, 53639.2, 53056.62, 9581.45, 9591.32, 9602.86, 9558.11, 1409.25, 1418.99, 53587.0, 54390.0, 54390.0, 53480.0, 41641.11, 41670.57, 41780.65, 41528.76, 1351.23, 1091.5, 14534.06, 14546.03, 14580.9, 14491.89, 3145.7, 3130.26
2014-05-13, 1982.93, 403.78, 402.4, 404.34, 401.51, 6851.75, 6814.57, 6851.75, 6814.57, 54052.9, 53102.68, 54053.22, 53102.68, 9702.46, 9608.93, 9710.34, 9587.14, 1409.51, 1412.3, 54521.0, 53890.0, 54610.0, 53815.0, 42086.17, 41641.76, 42086.73, 41591.98, 1357.48, 1111.69, 14654.94, 14535.56, 14657.28, 14535.56, 3166.0, 3151.68
2014-05-14, 2010.83, 404.65, 405.28, 405.4, 404.06, 6873.08, 6851.75, 6877.39, 6845.95, 53907.46, 54056.45, 54242.98, 53730.94, 9754.43, 9751.05, 9783.72, 9732.34, 1401.28, 1410.07, 54390.0, 54615.0, 54745.0, 54170.0, 42236.83, 42086.06, 42492.61, 41926.62, 1367.65, 1121.03, 14679.81, 14654.94, 14687.76, 14636.5, 3172.21, 3150.37
2014-05-15, 2010.2, 403.33, 404.46, 404.46, 402.75, 6878.49, 6873.08, 6880.07, 6854.02, 54412.54, 53913.33, 54459.39, 53866.76, 9754.39, 9765.62, 9772.09, 9733.21, 1409.76, 1411.66, 54843.0, 54410.0, 54980.0, 54340.0, 42144.51, 42231.78, 42231.78, 42017.99, 1369.45, 1102.06, 14673.73, 14679.81, 14706.13, 14660.43, 3163.65, 3152.09
2014-05-16, 2013.44, 400.25, 403.03, 404.89, 399.07, 6840.89, 6878.49, 6894.88, 6821.66, 53855.54, 54403.66, 54403.66, 53565.32, 9656.05, 9741.25, 9810.29, 9631.57, 1405.45, 1410.89, 54343.0, 54800.0, 54800.0, 53985.0, 41561.83, 42143.96, 42200.11, 41531.61, 1376.5, 1082.53, 14588.89, 14673.73, 14673.73, 14516.15, 3159.54, 3103.15
2014-05-19, 2015.14, 399.56, 400.26, 400.93, 397.71, 6855.81, 6840.89, 6855.94, 6813.5, 53975.76, 53855.54, 54382.28, 53708.83, 9629.1, 9646.56, 9670.9, 9577.9, 1402.07, 1409.84, 54448.0, 54255.0, 54850.0, 53995.0, 41898.84, 41564.31, 42031.48, 41543.86, 1377.4, 1088.56, 14514.74, 14588.89, 14588.89, 14473.78, 3114.32, 3089.11
2014-05-20, 2011.26, 401.04, 399.37, 401.28, 397.94, 6844.55, 6855.81, 6862.2, 6804.31, 53353.1, 53975.51, 53991.22, 53266.63, 9659.39, 9607.32, 9676.52, 9534.56, 1401.74, 1404.55, 53758.0, 54300.0, 54300.0, 53650.0, 41840.05, 41894.72, 41903.02, 41463.09, 1372.34, 1099.62, 14519.965, 14551.815, 14576.93, 14481.185, 3109.75, 3086.02
2014-05-21, 2008.33, 400.8, 401.11, 402.05, 399.57, 6802.0, 6844.55, 6848.36, 6792.51, 52366.19, 53352.6, 53842.56, 52312.54, 9639.08, 9644.8, 9685.56, 9613.91, 1405.24, 1409.65, 52746.0, 53760.0, 54265.0, 52640.0, 41805.1, 41836.48, 42001.68, 41668.83, 1380.01, 1092.0, 14525.19, 14514.74, 14564.97, 14488.59, 3116.89, 3098.99
2014-05-22, 2015.59, 402.9, 400.04, 403.27, 398.9, 6821.04, 6802.0, 6821.04, 6782.8, 52203.37, 52366.43, 52875.42, 52203.37, 9697.87, 9615.86, 9709.91, 9583.56, 1405.79, 1410.14, 52533.0, 52880.0, 53215.0, 52285.0, 41828.98, 41805.1, 42056.9, 41764.9, 1374.66, 1093.67, 14649.86, 14525.19, 14650.25, 14525.19, 3119.76, 3090.89
2014-05-23, 2017.17, 404.14, 405.21, 405.21, 403.03, 6820.56, 6821.04, 6846.57, 6810.19, 52806.22, 52205.81, 52850.55, 52132.77, 9720.91, 9731.45, 9734.14, 9689.13, 1399.4, 1406.47, 53209.0, 52260.0, 53290.0, 52260.0, 41943.96, 41827.6, 42090.28, 41813.15, 1384.11, 1105.15, 14702.29, 14649.86, 14742.48, 14649.86, 3136.13, 3120.45
2014-05-26, 2010.35, 405.14, 404.22, 405.59, 403.54, 6815.75, 6820.56, 6825.53, 6793.47, 52626.41, 52807.48, 52935.97, 52403.14, 9768.01, 9722.63, 9779.59, 9704.75, 1397.28, 1399.74, 52957.0, 53230.0, 53280.0, 52715.0, 41917.92, 41946.95, 42035.7, 41818.41, 1382.54, 1113.75, 14708.1, 14702.29, 14713.69, 14684.8, 3130.55, 3114.16
2014-05-27, 1997.63, 406.88, 406.1, 407.1, 405.82, 6830.3449999999975, 6818.1550000000025, 6841.315000000001, 6804.42, 52932.91, 52649.77, 53044.35, 52649.77, 9892.82, 9826.91, 9893.81, 9821.68, 1397.76, 1398.68, 53302.0, 53210.0, 53400.0, 53045.0, 42004.58, 41918.57, 42138.33, 41896.15, 1393.57, 1123.09, 14715.69, 14708.11, 14764.97, 14701.07, 3145.61, 3126.47
2014-05-28, 2017.06, 406.81, 406.7, 407.76, 406.43, 6844.94, 6815.75, 6857.1, 6815.37, 52173.98, 52931.62, 53309.39, 52079.19, 9940.82, 9893.33, 9951.9, 9879.64, 1396.17, 1400.54, 52432.0, 53335.0, 53670.0, 52340.0, 41958.97, 42005.29, 42144.25, 41836.8, 1389.03, 1132.43, 14658.02, 14715.71, 14725.42, 14634.94, 3157.07, 3142.12
2014-05-29, 2012.26, 405.94, 405.95, 406.15, 404.61, 6851.22, 6844.94, 6855.83, 6833.61, 52639.75, 52173.98, 52858.31, 52009.35, 9939.17, 9950.74, 9957.87, 9898.26, 1389.34, 1396.8, 52929.0, 52670.0, 53180.0, 52230.0, 41960.45, 41958.27, 42022.16, 41862.43, 1389.74, 1132.95, 14610.96, 14658.02, 14658.02, 14557.89, 3161.85, 3135.55
2014-05-30, 1994.96, 407.44, 405.39, 407.74, 405.39, 6871.29, 6851.22, 6882.14, 6848.06, 52239.34, 52649.31, 52889.29, 52031.29, 9938.9, 9937.66, 9956.24, 9917.97, 1388.62, 1391.08, 52459.0, 52850.0, 53275.0, 52260.0, 42009.92, 41960.66, 42095.8, 41884.12, 1391.45, 1134.78, 14588.95, 14610.96, 14631.12, 14529.09, 3166.36, 3154.71
2014-06-02, 2002.0, 407.21, 407.51, 408.34, 406.59, 6844.51, 6871.29, 6874.33, 6831.99, 51239.34, 52233.42, 52233.42, 51239.34, 9943.27, 9926.73, 9970.77, 9924.63, 1391.45, 1393.39, 51512.0, 52290.0, 52310.0, 51440.0, 41362.51, 42011.66, 42026.56, 41360.81, 1393.16, 1130.8, 14604.16, 14588.98, 14630.31, 14537.08, 3164.78, 3153.75
2014-06-03, 2008.56, 408.77, 408.6, 409.29, 407.8, 6864.1, 6844.51, 6874.38, 6844.51, 51605.83, 51239.34, 51878.79, 51239.34, 9950.12, 9986.86, 9992.33, 9907.77, 1392.97, 1397.49, 51832.0, 51600.0, 52130.0, 51495.0, 41936.71, 41375.41, 41953.99, 41375.41, 1397.9, 1121.05, 14680.76, 14604.19, 14680.76, 14604.19, 3168.08, 3155.66
2014-06-05, 1995.48, 408.61, 408.88, 408.95, 407.36, 6836.3, 6864.1, 6865.38, 6817.96, 52032.38, 51605.83, 52032.38, 51377.36, 9919.74, 9949.96, 9954.78, 9887.01, 1394.78, 1396.82, 52232.0, 51620.0, 52280.0, 51515.0, 42126.09, 41938.83, 42135.53, 41807.68, 1392.19, 1118.66, 14734.69, 14680.91, 14747.86, 14659.36, 3166.15, 3140.25
2014-06-09, 1990.04, 410.97, 408.06, 413.29, 406.59, 6813.49, 6818.63, 6847.0, 6795.27, 51558.79, 51832.98, 52245.35, 51469.82, 9947.83, 9929.41, 10013.69, 9896.09, 1394.01, 1395.88, 51669.0, 52100.0, 52460.0, 51590.0, 42173.03, 41956.68, 42276.68, 41949.23, 1391.2, 1128.4, 14800.18, 14796.97, 14821.73, 14736.39, 3167.63, 3132.58
2014-06-10, 2011.8, 415.46, 413.81, 415.46, 413.77, 6875.0, 6858.21, 6878.96, 6857.7, 54273.16, 53128.72, 54462.43, 53091.17, 10008.63, 9994.4, 10009.6, 9985.87, 1382.17, 1392.44, 54442.0, 53700.0, 54635.0, 53245.0, 43009.99, 42780.85, 43175.77, 42729.66, 1400.96, 1166.14, 14871.21, 14838.9, 14896.68, 14832.63, 3177.68, 3167.55
2014-06-11, 2014.67, 415.86, 414.94, 415.86, 414.59, 6873.55, 6875.0, 6875.24, 6835.8, 54604.34, 54273.08, 54604.34, 53959.52, 10028.8, 9998.51, 10033.74, 9987.69, 1378.15, 1383.75, 54699.0, 54365.0, 55405.0, 54075.0, 43045.27, 43009.19, 43049.04, 42821.68, 1401.5, 1166.9, 14904.38, 14870.31, 14909.31, 14858.95, 3186.07, 3164.71
2014-06-12, 2011.65, 414.45, 415.13, 415.52, 412.69, 6838.87, 6873.55, 6873.55, 6825.24, 55102.44, 54676.49, 55283.71, 54676.49, 9949.81, 10022.99, 10024.84, 9921.26, 1374.68, 1378.03, 55220.0, 55350.0, 55535.0, 54885.0, 42944.81, 43044.89, 43079.07, 42759.38, 1398.28, 1161.43, 14892.13, 14904.47, 14904.47, 14850.41, 3196.18, 3175.32
2014-06-13, 1990.85, 414.74, 414.9, 415.91, 414.04, 6843.11, 6838.87, 6853.18, 6827.03, 54954.54, 54889.36, 55193.945, 54662.58, 9938.7, 9950.52, 9970.38, 9917.61, 1379.29, 1381.43, 55069.5, 55075.0, 55340.0, 54775.0, 42617.62, 42946.32, 43016.48, 42551.93, 1395.49, 1156.07, 14909.63, 14891.43, 14922.64, 14857.43, 3176.07, 3164.54
2014-06-16, 1993.59, 414.05, 414.77, 414.96, 412.25, 6777.85, 6843.11, 6843.11, 6758.15, 54806.64, 55102.23, 55104.18, 54648.67, 9912.87, 9920.49, 9944.57, 9829.09, 1378.69, 1382.35, 54919.0, 54800.0, 55145.0, 54665.0, 42485.66, 42602.92, 42874.36, 42485.63, 1383.29, 1154.33, 15001.61, 14910.2, 15017.19, 14904.68, 3165.23, 3134.53
2014-06-17, 2001.55, 412.54, 413.18, 414.11, 412.24, 6754.64, 6777.85, 6779.4, 6748.04, 54629.55, 54806.64, 54854.81, 54474.66, 9883.98, 9885.97, 9925.85, 9872.77, 1385.28, 1385.89, 54683.0, 55100.0, 55115.0, 54525.0, 42596.25, 42523.33, 42641.11, 42321.37, 1380.28, 1158.1, 15040.43, 15001.61, 15075.7, 15001.61, 3152.19, 3135.46
2014-06-18, 1989.49, 414.58, 414.35, 414.83, 412.88, 6766.77, 6754.64, 6774.87, 6736.11, 54299.95, 54629.83, 54638.01, 54150.11, 9920.32, 9915.2, 9982.89, 9861.29, 1384.4, 1388.62, 54302.0, 54790.0, 54945.0, 54135.0, 42612.64, 42593.23, 42657.35, 42446.47, 1380.17, 1163.67, 15055.89, 15039.97, 15074.74, 15006.37, 3159.03, 3143.3
2014-06-19, 1992.03, 415.48, 415.22, 416.77, 414.93, 6778.56, 6766.77, 6799.59, 6766.77, 55202.54, 54300.97, 55202.54, 54046.42, 9930.33, 9932.04, 9964.02, 9922.07, 1390.99, 1390.99, 54821.0, 54375.0, 54850.0, 54030.0, 42802.6, 42612.78, 42821.25, 42525.57, 1378.42, 1172.03, 15109.25, 15059.16, 15115.38, 15057.96, 3166.34, 3149.93
2014-06-20, 1968.07, 417.98, 418.55, 419.04, 417.45, 6808.11, 6778.56, 6837.57, 6778.56, 54920.36500000001, 54746.48, 55197.265, 54293.295, 10004.0, 10018.91, 10023.55, 9993.03, 1386.6, 1390.35, 55115.0, 55037.5, 55290.0, 54645.0, 42957.36, 42800.65, 43007.71, 42787.11, 1383.23, 1177.8, 15112.21, 15109.25, 15119.94, 15081.93, 3181.82, 3170.58
2014-06-23, 1974.92, 417.9, 417.65, 419.57, 417.14, 6825.2, 6808.11, 6840.62, 6791.2, 54638.19, 55191.99, 55191.99, 54540.17, 9987.24, 9995.5, 10050.98, 9987.24, 1388.8, 1391.37, 55409.0, 55700.0, 55730.0, 55260.0, 42865.72, 42959.83, 43038.58, 42787.64, 1382.23, 1182.05, 15108.97, 15112.22, 15124.89, 15086.62, 3176.3, 3160.26
2014-06-24, 1994.35, 415.59, 418.3, 418.3, 414.87, 6800.56, 6825.2, 6829.76, 6785.83, 54210.05, 54636.62, 54724.33, 54097.06, 9920.92, 9991.4, 9993.02, 9885.96, 1386.3, 1389.71, 54899.0, 55595.0, 55610.0, 54850.0, 42916.73, 42865.72, 42948.65, 42691.35, 1381.23, 1183.16, 15105.63, 15109.42, 15117.95, 15073.82, 3165.88, 3136.49
2014-06-25, 1981.77, 415.78, 416.83, 416.97, 414.74, 6787.07, 6800.56, 6824.45, 6776.8, 54280.78, 54194.33, 55002.46, 54093.89, 9938.08, 9938.64, 9948.59, 9899.47, 1386.4, 1389.01, 55000.0, 54870.0, 55790.0, 54695.0, 42884.76, 42915.04, 43016.76, 42785.62, 1393.0, 1172.98, 14962.37, 15106.21, 15137.68, 14956.76, 3156.74, 3140.38
2014-06-26, 1995.05, 411.93, 413.97, 413.97, 410.54, 6733.62, 6787.07, 6787.07, 6716.35, 53425.74, 54280.78, 54392.68, 53362.56, 9867.75, 9883.78, 9914.12, 9836.46, 1390.19, 1392.44, 54089.0, 55045.0, 55170.0, 53955.0, 42854.19, 42885.66, 42930.01, 42786.37, 1375.26, 1168.53, 14974.65, 14962.75, 15013.21, 14952.37, 3126.13, 3100.91
2014-06-27, 1988.51, 410.81, 412.7, 412.74, 408.6, 6735.12, 6733.62, 6753.25, 6701.59, 53506.75, 53426.69, 53790.15, 53331.32, 9804.9, 9894.55, 9898.38, 9749.75, 1383.88, 1390.44, 54110.0, 54180.0, 54450.0, 53955.0, 42613.8, 42864.85, 42916.54, 42613.39, 1369.65, 1172.91, 15030.74, 14974.65, 15036.78, 14937.88, 3137.75, 3112.29
2014-06-30, 2002.21, 410.86, 411.33, 411.83, 410.03, 6757.77, 6735.12, 6767.63, 6735.12, 53157.3, 53506.71, 53614.4, 52918.65, 9815.17, 9818.46, 9836.68, 9791.13, 1384.18, 1384.99, 53758.0, 53995.0, 54295.0, 53525.0, 42493.86, 42613.25, 42933.7, 42481.3, 1372.7, 1175.02, 15094.25, 15030.74, 15094.25, 15016.96, 3139.89, 3123.11
2014-07-01, 1999.0, 413.15, 411.35, 413.94, 411.15, 6743.94, 6757.77, 6777.11, 6730.45, 53168.22, 53158.48, 53311.04, 52709.38, 9833.07, 9833.85, 9889.49, 9800.08, 1385.63, 1386.38, 53686.0, 53750.0, 53990.0, 53275.0, 42737.17, 42508.08, 42795.15, 42487.47, 1375.04, 1185.24, 15146.01, 15092.75, 15146.01, 15060.83, 3144.35, 3119.45
2014-07-02, 2015.28, 415.48, 413.8, 415.69, 413.44, 6802.92, 6743.94, 6805.9, 6743.94, 53171.49, 53170.46, 53697.76, 52886.78, 9902.41, 9853.74, 9902.41, 9835.74, 1382.83, 1387.05, 53751.0, 53900.0, 54310.0, 53455.0, 42872.84, 42744.95, 42944.62, 42602.18, 1372.88, 1196.13, 15177.9, 15119.38, 15184.525, 15103.42, 3152.56, 3126.84
2014-07-03, 2010.97, 415.85, 415.58, 417.2, 415.25, 6816.37, 6802.92, 6829.49, 6796.61, 53028.78, 53170.9, 53244.84, 52734.67, 9911.27, 9913.0, 9936.39, 9890.11, 1379.16, 1383.48, 53597.0, 53900.0, 53985.0, 53280.0, 43279.48, 42870.9, 43279.48, 42817.96, 1384.71, 1198.58, 15209.79, 15146.01, 15223.04, 15146.01, 3168.18, 3150.62
2014-07-04, 2009.66, 419.53, 416.73, 419.85, 415.95, 6865.21, 6816.37, 6866.56, 6815.45, 53874.58, 53028.78, 53877.08, 52759.6, 10029.43, 9910.47, 10032.28, 9907.01, 1373.69, 1380.32, 54417.0, 53295.0, 54475.0, 53060.0, 43660.7, 43286.31, 43721.77, 43228.22, 1390.01, 1203.43, 15207.11, 15210.16, 15256.36, 15195.88, 3199.75, 3165.67
2014-07-07, 2005.12, 418.7, 419.29, 419.94, 418.7, 6866.05, 6865.21, 6875.31, 6856.35, 54055.9, 53892.85, 54086.56, 53703.7, 10009.08, 10028.71, 10030.81, 10007.4, 1372.39, 1374.89, 54656.0, 54425.0, 54690.0, 54220.0, 43518.06, 43660.96, 43669.79, 43485.18, 1399.94, 1195.0, 15214.96, 15207.11, 15246.8, 15207.11, 3195.75, 3180.12
2014-07-08, 2006.66, 414.12, 418.3, 418.47, 414.12, 6823.51, 6866.05, 6866.37, 6817.6, 53801.83, 54041.71, 54041.71, 53376.06, 9906.07, 9992.13, 10015.36, 9905.6, 1376.19, 1376.94, 54280.0, 54350.0, 54445.0, 53865.0, 43452.55, 43517.95, 43705.96, 43433.2, 1396.35, 1186.57, 15172.93, 15215.39, 15215.39, 15107.18, 3185.69, 3157.4
2014-07-09, 2000.5, 409.76, 414.11, 414.86, 409.76, 6738.45, 6823.51, 6831.02, 6738.45, 53634.69, 53813.86, 53905.12, 53459.46, 9772.67, 9918.27, 9920.78, 9772.14, 1377.5, 1378.28, 54108.0, 54300.0, 54400.0, 53905.0, 43403.43, 43451.97, 43495.39, 43147.67, 1381.59, 1166.97, 15137.18, 15172.93, 15172.93, 15021.05, 3163.58, 3125.06
2014-07-10, 2002.84, 410.49, 410.54, 411.15, 408.8, 6718.04, 6738.45, 6740.82, 6692.77, 53634.69, 53634.69, 53634.69, 53634.69, 9808.2, 9789.05, 9817.47, 9752.79, 1381.22, 1381.62, 54624.0, 54180.0, 54792.5, 53962.5, 43686.75, 43394.41, 43821.53, 43353.79, 1376.68, 1170.13, 15215.19, 15136.85, 15216.08, 15120.98, 3132.3, 3111.55
2014-07-11, 1988.74, 403.39, 409.89, 410.07, 402.15, 6672.37, 6718.04, 6724.8, 6643.62, 54592.75, 53642.99, 54599.5, 53642.99, 9659.13, 9807.25, 9807.25, 9617.59, 1379.38, 1383.78, 55140.0, 54060.0, 55185.0, 54020.0, 43474.29, 43688.63, 43690.98, 43316.2, 1355.55, 1151.12, 15114.48, 15214.35, 15214.35, 15100.15, 3127.27, 3078.44
2014-07-14, 1993.88, 403.61, 404.22, 405.04, 402.31, 6690.17, 6672.37, 6696.1, 6663.67, 54785.93, 54592.75, 54952.45, 54319.78, 9666.34, 9672.17, 9708.43, 9623.36, 1386.82, 1388.7, 55284.0, 55135.0, 55450.0, 54785.0, 43481.83, 43471.58, 43694.11, 43437.66, 1356.24, 1155.2, 15125.5, 15115.09, 15138.72, 15082.8, 3108.57, 3080.95
2014-07-15, 2012.72, 406.55, 404.16, 407.1, 403.78, 6746.14, 6690.17, 6760.73, 6690.17, 55743.98, 54785.97, 55896.0, 54785.97, 9783.01, 9710.92, 9793.78, 9693.89, 1388.36, 1389.78, 56256.0, 55590.0, 56395.0, 55500.0, 43967.44, 43474.73, 44001.19, 43474.73, 1367.96, 1163.85, 15171.23, 15125.05, 15180.41, 15125.05, 3122.24, 3094.21
2014-07-16, 2013.48, 404.01, 405.48, 406.78, 404.01, 6710.45, 6746.14, 6764.0, 6709.15, 55973.61, 55742.19, 56106.53, 55629.07, 9719.41, 9764.69, 9788.71, 9711.86, 1393.85, 1400.92, 56460.0, 56225.0, 56580.0, 56075.0, 43960.43, 43967.36, 44077.5, 43862.84, 1368.83, 1148.73, 15081.32, 15171.11, 15177.85, 15057.35, 3127.43, 3107.62
2014-07-17, 2020.9, 408.78, 404.41, 408.78, 404.41, 6784.67, 6710.45, 6792.55, 6710.45, 55717.36, 55973.47, 56331.99, 55573.09, 9859.27, 9747.88, 9871.58, 9747.52, 1396.03, 1405.87, 56176.0, 56740.0, 56795.0, 55950.0, 44009.23, 43968.47, 44133.23, 43809.01, 1374.86, 1148.18, 15226.34, 15081.32, 15240.84, 15081.32, 3159.08, 3124.85
2014-07-18, 2019.42, 404.84, 407.09, 408.51, 404.6, 6738.32, 6784.67, 6784.67, 6727.71, 55637.51, 55711.6, 56190.12, 55237.04, 9753.88, 9819.45, 9845.85, 9743.62, 1392.2, 1398.11, 56067.0, 55915.0, 56655.0, 55635.0, 43920.76, 44011.69, 44083.91, 43837.25, 1376.36, 1131.42, 15204.48, 15226.34, 15269.39, 15186.14, 3150.85, 3122.48
2014-07-21, 2018.5, 404.4, 403.4, 404.49, 401.56, 6749.45, 6738.32, 6749.89, 6690.9, 57012.9, 55638.9, 57483.8, 55638.9, 9720.02, 9703.67, 9721.08, 9655.51, 1392.35, 1399.34, 57426.0, 57600.0, 57920.0, 57140.0, 44278.9, 43920.76, 44312.87, 43822.58, 1373.45, 1131.83, 15266.57, 15202.1, 15291.15, 15179.26, 3130.02, 3099.92
2014-07-22, 2028.93, 403.71, 404.48, 404.6, 401.9, 6728.44, 6749.45, 6753.42, 6715.78, 57633.92, 57013.91, 57756.1, 56864.15, 9612.05, 9711.68, 9717.7, 9597.62, 1388.93, 1393.07, 58007.0, 57395.0, 58145.0, 57245.0, 44125.73, 44275.8, 44275.8, 44023.69, 1378.64, 1140.05, 15249.99, 15266.37, 15266.37, 15208.84, 3135.93, 3112.4
2014-07-23, 2028.32, 407.95, 405.82, 408.26, 405.45, 6795.34, 6728.44, 6801.84, 6728.44, 57983.32, 57635.77, 58138.03, 57500.09, 9734.33, 9682.21, 9735.71, 9647.74, 1379.67, 1389.44, 58351.0, 58200.0, 58535.0, 57855.0, 44257.09, 44123.56, 44512.39, 44123.56, 1389.98, 1151.46, 15315.13, 15251.86, 15343.51, 15251.86, 3165.26, 3131.49
2014-07-24, 2026.62, 408.53, 407.2, 409.92, 406.46, 6798.15, 6795.34, 6822.65, 6773.11, 57419.96, 57982.73, 57982.73, 57141.89, 9753.56, 9727.43, 9802.06, 9723.98, 1379.09, 1380.16, 57711.0, 57500.0, 58030.0, 57410.0, 44199.01, 44258.91, 44371.25, 44156.27, 1395.34, 1155.76, 15394.38, 15314.88, 15395.74, 15313.34, 3187.78, 3162.34
2014-07-25, 2033.85, 409.98, 407.93, 410.3, 405.81, 6821.46, 6798.15, 6821.46, 6767.33, 57977.56, 57420.23, 58122.03, 57357.06, 9794.06, 9772.15, 9810.47, 9674.68, 1386.05, 1387.4, 58335.0, 57980.0, 58465.0, 57625.0, 44420.38, 44206.4, 44564.17, 44201.18, 1397.04, 1153.59, 15394.45, 15394.38, 15421.39, 15370.09, 3199.84, 3166.77
2014-07-28, 2048.81, 404.84, 408.96, 409.83, 403.73, 6791.55, 6821.46, 6830.77, 6780.65, 57821.08, 57977.56, 58069.2, 57648.42, 9644.01, 9770.24, 9794.85, 9620.58, 1378.14, 1390.78, 58106.0, 58120.0, 58350.0, 57920.0, 44386.62, 44426.67, 44559.78, 44272.39, 1401.0, 1141.84, 15455.04, 15394.45, 15503.4, 15379.68, 3198.03, 3160.51
