@relation KOSPI
@attribute Date date yyyy-MM-dd
@attribute KOSPI_Now numeric
@attribute CANADA_10_YEAR_Now numeric
@attribute CANADA_10_YEAR_Open numeric
@attribute CANADA_10_YEAR_High numeric
@attribute CANADA_10_YEAR_Low numeric
@attribute EUR_USD_Low numeric
@attribute FTSE_Now_x numeric
@attribute FTSE_High_x numeric
@attribute FTSE_Low_x numeric
@attribute IDR_KRW_Now numeric
@attribute IDR_KRW_Open numeric
@attribute IDR_KRW_Low numeric
@attribute CNY_KRW_Now numeric
@attribute CNY_KRW_High numeric
@attribute CNY_KRW_Low numeric
@attribute GAS_Open numeric
@attribute GAS_Low numeric
@attribute Brazil_Low numeric
@attribute HONH_KONG_10_YEAR_Now numeric
@attribute HONH_KONG_10_YEAR_Low numeric
@attribute RTSI_High numeric
@attribute RTSI_Low numeric
@attribute MOEX_Now numeric
@attribute MOEX_Low numeric
@attribute UK_10_YEAR_Now numeric
@attribute UK_10_YEAR_High numeric
@attribute UK_10_YEAR_Low numeric
@attribute Nifty_Now numeric
@attribute Nifty_Open numeric
@attribute S&P_Open numeric
@attribute S&P_High numeric
@attribute S&P_Low numeric
@attribute Copper_Open numeric
@attribute SANGHAI_Low numeric
@attribute EUR_KRW_Now numeric
@attribute EUR_KRW_Open numeric
@attribute EUR_KRW_Low numeric
@attribute NASDAQ_Now numeric
@attribute NASDAQ_High numeric
@attribute NASDAQ_Low numeric
@attribute HKD_KRW_Low numeric
@attribute FRANCE_10_YEAR_Open numeric
@attribute FRANCE_10_YEAR_High numeric
@attribute US_10_YEAR_Open numeric
@attribute CHF_KRW_Open numeric
@attribute USD_CAD_Open numeric
@attribute iBovespa_Now numeric
@attribute iBovespa_High numeric
@attribute iBovespa_Low numeric
@attribute INR_KRW_Now numeric
@attribute INR_KRW_High numeric
@attribute INR_KRW_Low numeric
@attribute S&P_BMV_Now numeric
@attribute S&P_BMV_Open numeric
@attribute S&P_BMV_High numeric
@attribute S&P_BMV_Low numeric
@attribute NIKKEI_Now numeric
@attribute NIKKEI_Open numeric
@attribute NIKKEI_Low numeric
@attribute SOUTH_KOREA_10_YEAR_Low numeric
@attribute DOWJONES_Now numeric
@attribute DOWJONES_Open numeric
@attribute DOWJONES_High numeric
@attribute US_COFFEE_Open numeric
@attribute OMXS_Now numeric
@attribute OMXS_High numeric
@attribute AUD_KRW_Now numeric
@attribute AUD_KRW_Open numeric
@attribute EUR_GBP_Now numeric
@attribute EUR_GBP_Low numeric
@attribute BRENT_OIL_Now numeric
@attribute BRENT_OIL_Low numeric
@attribute GBP_KRW_Low numeric
@attribute AUD_SGD_Open numeric
@attribute AUD_SGD_High numeric
@attribute AUD_SGD_Low numeric
@attribute Russell_Now numeric
@attribute Russell_Open numeric
@attribute Russell_Low numeric
@attribute BRL_KRW_Open numeric
@attribute BRL_KRW_Low numeric
@attribute Gold_Now numeric
@attribute Gold_Open numeric
@attribute Gold_High numeric
@attribute Gold_Low numeric
@attribute IBEX_Low numeric
@attribute GBP_USD_Open numeric
@attribute GBP_USD_Low numeric
@attribute Corn_Now numeric
@attribute Corn_Open numeric
@attribute FTSE_Now_y numeric
@attribute IDX_Low numeric
@attribute SPAIN_10_YEAR_Open numeric
@attribute SPAIN_10_YEAR_High numeric
@attribute SPAIN_10_YEAR_Low numeric
@attribute NZD_USD_Low numeric
@attribute JAPAN_10_YEAR_Now numeric
@attribute JAPAN_10_YEAR_High numeric
@attribute JAPAN_10_YEAR_Low numeric
@attribute CAD_KRW_High numeric
@attribute CAD_KRW_Low numeric
@attribute USD_KRW_Now numeric
@attribute USD_KRW_Open numeric
@attribute USD_KRW_Low numeric
@attribute TA_Now numeric
@attribute TA_High numeric
@attribute S&P_TSX_Now numeric
@attribute S&P_TSX_Open numeric
@attribute S&P_TSX_High numeric
@attribute JPY_KRW_Now numeric
@attribute JPY_KRW_Low numeric
@attribute Tadawul_Open numeric
@attribute Tadawul_High numeric
@attribute SET_Now numeric
@attribute SET_Open numeric
@attribute HEATING_OIL_Open numeric
@attribute HEATING_OIL_High numeric
@attribute ITALY_10_YEAR_Now numeric
@attribute ITALY_10_YEAR_High numeric
@attribute Silver_Now numeric
@attribute Silver_Low numeric
@attribute US_WHEAT_Low numeric
@attribute AUS_10_YEAR_Now numeric
@attribute BEL_Now numeric
@attribute BEL_High numeric

@data
2013-5-29, 14.98, 0.094, 0.045, 0.08, 0.034, -0.0068, 53.835, 35.31, 7.13, 0.0555, -0.078, -0.005, 0.91, 0.01, -0.04, -0.03, -0.123, -344.09, 0.069, 0.012, 14.28, 4.53, 19.43, 4.87, 0.03, 0.043, -0.002, 28.1, 96.95, 2.98, 12.215, 7.875, 0.0025, -2.46, -1.19, -6.42, -0.96, 14.875, 27.665, 23.04, -0.12, 0.042, 0.045, 0.078, -6.61, 0.0033, -527.0, 395.0, -245.0, -0.0942, 0.0266, -0.0408, 619.39, -374.69, 197.16, 174.41, 169.33, -430.2, -83.8, 0.01, 53.145, 8.295, 107.39, -1.55, 12.36, 14.12, 3.49, -7.72, -0.0015, 0.0008, 1.61, 0.38, -2.06, -0.0066, 0.0049, -0.0001, 6.535, 1.925, 5.185, -3.79, -2.19, -16.85, -5.15, -3.65, -4.35, 100.4, -0.0023, -0.0061, 4.625, -0.75, 360.64, -3.96, -0.063, -0.06, -0.071, -0.0002, 0.07, 0.064, 0.009000000000000001, -2.31, -3.28, 5.67, -5.47, -1.15, 15.61, 15.36, 54.15, 67.06, 95.41, -0.0989, -0.0795, 7.11, 48.32, 26.47, -3.89, 0.0084, 0.0528, -0.032, -0.063, -0.405, -0.108, -4.25, 0.038, 14.27, 23.87
2013-5-30, -1.1, -0.012, 0.102, 0.047, 0.049, -0.0009, -134.84, -28.69, -33.52, 0.0305, 0.06, 0.061, 0.53, 0.78, 1.22, -0.056, -0.059, -1373.83, 0.19, 0.189, -7.07, -25.19, -36.29, -17.15, 0.051, 0.07200000000000001, 0.073, -6.95, 34.1, 3.94, -17.64, -12.58, -0.028, 39.7, 15.07, -0.94, 0.83, -21.37, -35.27, -24.99, 1.09, 0.047, 0.04, -0.048, -10.38, 0.0054, -1357.0, -1310.0, -1455.0, 0.0065, -0.0885, -0.0079, -125.07, 615.03, 158.23, 262.76, 14.48, 548.93, 299.87, 0.08, -106.59, 92.61, -121.24, -1.0, -21.67, -7.56, 6.12, 3.69, 0.0006, 0.0001, -1.8, -0.31, 3.17, 0.0072, -0.0023, -0.0023, -10.39, 13.02, -3.73, -2.26, -8.11, 12.2, 10.5, -1.2, 11.5, 26.0, -0.0061, -0.0017, -1.5, 7.0, -282.69, 80.86, 0.016, 0.081, 0.058, -0.0011, 0.028, 0.049, 0.077, 2.14, 1.37, 4.18, 5.94, 8.79, -9.1, -1.27, -17.91, -78.19, -48.02, 0.1721, -0.0021, 51.07, 40.55, -17.96, 24.75, 0.0544, -0.0123, 0.157, 0.126, 0.265, 0.19, 1.0, 0.14, -42.63, -24.64
2013-5-31, 0.95, -0.002, -0.036000000000000004, -0.035, 0.019, 0.0094, 29.82, -105.02, -9.79, -0.038, 0.029, -0.016, -0.69, -0.23, -0.38, 0.01, -0.06, -846.235, -0.047, 0.024, -33.07, -13.21, -0.17, -5.46, -0.038, -0.041, -0.035, 19.75, -48.3, -7.43, 5.34, 8.56, 0.008, -10.68, 7.87, 14.73, 10.3, 23.78, 24.29, 22.64, -0.24, 0.008, 0.027000000000000003, 0.0, 22.47, -0.0044, -640.0, -520.0, -900.0, -0.0893, -0.0606, -0.1328, 345.53, -113.92, 323.54, 238.35, -737.43, -419.65, -687.83, 0.03, 21.73, -93.92, -1.55, 1.45, 2.81, -9.2, -0.2, 5.94, 0.0014, 0.0003, -0.24, -1.09, 8.84, -0.0019, 0.0027, 0.0036, 7.47, -10.35, 6.4, -6.73, -1.57, 20.2, 0.8, 26.2, -3.0, -29.0, 0.0088, 0.0103, -10.75, -2.25, 113.86, -41.94, 0.09, 0.037000000000000005, 0.022, -0.0044, -0.045, -0.039, -0.027000000000000003, 2.32, 1.83, -3.42, 4.19, -1.84, -0.07, -6.47, 13.94, 67.78, 17.03, 0.015, 0.0678, 31.38, 50.56333333, -20.29, -28.88, -0.045, -0.0365, -0.078, 0.034, 0.229, -0.035, -1.25, -0.031, -1.07, -15.22
2013-6-3, -11.48, 0.003, -0.015, 0.023, -0.029, 0.0013, -73.9, 0.08, -33.28, 0.035, -0.042, -0.02, 0.25, -0.45, -0.46, -0.145, -0.03, -846.235, -0.035, -0.011, -6.69, -24.53, -11.09, -14.93, 0.043, 0.034, -0.035, -138.1, 26.55, 2.99, -2.92, -17.87, 0.028, -11.12, -2.85, 7.93, 4.47, -35.39, -3.15, -17.2, -0.33, 0.035, 0.02, 0.013, 6.77, -0.0053, -640.0, -520.0, -900.0, -0.0296, -0.0981, -0.0333, 603.82, 342.52, 339.46, 92.48, 185.51, -268.67, 125.73, 0.03, -208.96, 16.2, -6.32, -2.05, -10.41, -3.49, -7.91, -0.26, -0.0014, -0.0017, -1.8, -1.05, 7.82, -0.0051, -0.0064, -0.0064, -10.29, 7.49, -3.13, -1.83, -8.18, -18.9, 20.3, 3.6, -4.1, -90.6, 0.0101, 0.0028, 7.75, -9.75, -136.88, -42.52, -0.09, -0.001, 0.002, -0.0069, -0.023, -0.029, -0.018000000000000002, 1.13, 3.8, 2.23, -3.25, -2.3, -2.2, -2.905, -96.13, -53.86, -21.89, 0.05, 0.0322, 31.38, 50.56333333, -19.25, -0.31, -0.0202, -0.0287, 0.048, -0.051, -0.446, -0.195, 5.25, -0.06, -35.19, -15.6
2013-6-4, -0.06, -0.017, 0.03, 0.001, 0.01, 0.0008, -57.97, -73.98, -63.67, -0.126, 0.032, -0.063, -1.73, 0.0, -1.04, -0.069, -0.03, 201.2, 0.066, 0.048, -25.73, -18.87, -12.77, -15.61, -0.016, 0.029, 0.075, -46.65, -101.35, -20.42, -18.57, -8.02, -0.009000000000000001, -5.26, -5.9, -19.41, -9.6, 9.46, -34.83, -36.45, -0.77, -0.001, 0.015, -0.004, -3.8, 0.0061, 540.0, -785.0, 190.0, -0.2306, -0.0427, -0.2063, -493.5, 596.75, -0.09, 109.08, -512.72, -252.87, -419.57, 0.05, 138.46, -198.67, -138.27, 1.1, -5.06, -2.89, 11.71, -1.19, -0.0018, -0.0031, 1.67, -0.37, 2.24, 0.0028, 0.0043, 0.0021, 6.39, -10.28, -7.74, -7.03, -2.46, 19.1, -23.3, -4.8, 4.1, -112.7, -0.004, 0.005, -6.25, 7.25, -156.03, -109.82, 0.111, 0.071, 0.106, 0.0007, -0.056, -0.026, -0.064, -0.98, -3.1, -11.17, 1.93, -6.14, -2.2, -2.905, -40.62, -30.14, -64.44, -0.0053, 0.0906, 31.38, 50.56333333, -22.81, -33.08, -0.0628, 0.0033, 0.006, 0.058, 0.487, 0.165, -0.25, 0.065, -14.09, -29.86
2013-6-5, -30.32, 0.04, -0.023, -0.021, 0.016, 0.0088, 33.46, -6.09, 11.04, 0.039, -0.126, 0.017, 0.63, -1.0, 0.27, 0.025, 0.014, 354.54, 0.035, -0.07200000000000001, 6.17, 16.04, 4.22, 12.52, 0.045, -0.005, 0.036000000000000004, -19.85, -56.25, 9.02, 6.11, 0.9, 0.028, -29.35, 4.78, 10.27, 8.92, -20.11, 16.91, 10.63, 0.2, 0.022, -0.008, 0.022, 1.42, -0.0082, 106.0, 300.0, 385.0, 0.1209, -0.1061, 0.0349, -344.42, -497.48, -351.64, -99.52, 271.94, -364.76, -200.88, -0.01, -76.49, 131.67, 50.87, 1.95, -2.15, -2.66, -10.51, 4.24, 0.0006, 0.0025, 1.18, 1.81, -1.07, 0.0063, -0.0003, -0.0047, -8.56, 6.39, -0.62, -0.92, -0.94, -14.6, 21.8, -2.2, 0.7, 145.6, 0.0131, 0.0083, 4.75, -5.75, 77.43, -22.25, -0.023, -0.073, -0.034, 0.0022, 0.053, -0.006, 0.017, -5.39, -2.13, 3.27, -11.47, 1.34, 4.23, 3.01, -15.83, -60.76, -44.84, -0.0219, -0.0245, 85.1, 48.89, 16.35, -12.17, 0.0626, 0.0304, -0.048, -0.105, -0.315, 0.025, 7.5, -0.021, 10.14, -0.77
2013-6-7, -35.34, -0.048, 0.015, -0.013, -0.01, 0.001, -139.27, -18.42, -105.81, -0.035, 0.043, -0.043, -0.69, 0.24, -0.59, 0.012, 0.01, -724.0, 0.011, 0.136, -14.46, -19.35, -14.84, -16.3, -0.025, 0.002, -0.013, 4.4, -32.8, -11.68, -17.22, -16.53, 0.03, -3.89, -4.19, 5.23, -5.41, -43.78, -36.6, -32.11, -0.5, -0.025, -0.022, -0.059, 4.14, 0.0063, -1269.0, -10.0, -690.0, -0.2026, 0.0192, -0.0933, -524.07, -339.75, -404.42, -659.6, -518.89, 380.15, -49.78, 0.05, -216.95, -87.12, -136.35, -1.2, -22.52, -14.83, -16.46, -9.65, -0.0041, -0.0031, -0.2, 1.38, -4.78, -0.0152, -0.0122, -0.0175, -13.81, -8.54, -7.76, 1.36, -1.68, 1.3, -13.4, -4.1, 6.6, -54.2, -0.0008, 0.002, 0.25, 5.25, -164.31, 16.2, -0.006, -0.012, -0.01, -0.0038, -0.004, 0.018000000000000002, 0.028, -4.69, -6.02, -4.36, 3.63, -4.2, -5.52, -2.63, -150.32, -59.45, -47.74, 0.0648, -0.0472, 19.39, -4.7, -32.95, 2.72, 0.0384, 0.0154, 0.022, 0.003, 0.065, 0.125, 1.0, 0.018000000000000002, -35.85, -12.23
2013-6-10, 8.85, 0.106, -0.045, 0.066, -0.032, 0.0138, -7.32, -137.21, -105.71, -0.029, -0.03, -0.14400000000000002, -0.39, -1.23, -1.55, -0.154, -0.161, -1346.23, -0.081, -0.083, -14.38, -12.8, 17.12, -5.72, 0.058, 0.02, -0.04, -42.85, -8.25, -3.78, 15.09, 18.18, -0.036000000000000004, -55.8, 12.61, 13.21, 8.47, 67.74, 25.58, 31.52, -1.1, 0.021, 0.061, 0.08800000000000001, 18.26, -0.008, -1192.0, -1440.0, -1380.0, -0.0967, -0.227, -0.1555, 6.35, -170.34, 497.44, 131.59, -137.34, -860.34, -462.96, -0.01, 287.53, -123.64, 86.95, 1.9, 7.94, -7.19, -6.46, -10.03, -0.0002, -0.0009, 1.52, 0.04, 18.01, -0.0153, -0.0169, -0.0121, 19.46, -2.54, 11.77, -2.97, -1.56, -15.4, 14.0, 6.4, -17.7, -118.2, 0.0286, 0.0196, 5.5, 2.0, -280.11, -87.44, 0.21600000000000005, 0.272, 0.146, -0.0068, -0.013, -0.009000000000000001, -0.037000000000000005, 12.35, -0.42, -1.38, -4.07, -8.2, 5.45, 3.89, -70.35, -152.52, -175.68, 0.1619, 0.2555, 32.805, 21.45, -6.42, -63.2, -0.0089, 0.0233, 0.08, 0.225, -0.728, -0.875, -6.75, -0.17800000000000002, 13.51, -7.04
2013-6-11, -12.02, 0.056, 0.108, 0.079, 0.118, -0.0014, -11.54, -0.13, 66.02, 0.0985, -0.035, 0.168, 1.71, 1.58, 1.8, 0.002, -0.035, -267.88, 0.093, 0.084, 6.96, 7.59, -8.65, 12.98, 0.064, 0.066, 0.085, -3.0, 7.85, 19.4, 4.29, 13.99, -0.102, -19.7125, 17.75, -6.65, 7.18, 4.55, 13.08, 36.11, 1.36, 0.023, 0.031, 0.034, -10.08, -0.0063, -366.0, -960.0, -300.0, -0.1862, 0.0402, -0.117, 488.67, -341.7, -580.05, 13.72, 636.67, 435.44, 593.17, 0.02, -9.53, 203.35, 45.06, -3.2, -0.12, -0.81, 6.49, -20.09, 0.0016, 0.0002, -0.61, 0.77, 6.87, -0.0154, -0.0012, -0.0004, 5.05, 8.16, 5.27, -1.45, 3.12, 3.2, -32.7, -29.5, -2.3, 19.5, -0.0076, 0.0006, -16.25, -1.5, -134.72, -114.37, -0.097, -0.113, -0.039, -0.0045, 0.0, -0.021, 0.029, 10.59, 15.5, 10.52, -1.23, 11.07, 5.45, 3.89, 9.37, -12.85, -12.28, -0.0356, -0.0282, 32.805, 21.45, 12.31, 49.57, 0.0221, -0.0121, 0.075, -0.05, 0.184, -0.045, -13.75, 0.14, -11.27, -7.24
2013-6-12, -10.77, -0.029, 0.063, 0.053, 0.041, 0.0055, -60.37, -20.06, -99.54, 0.0345, 0.096, 0.06, 0.8, 1.56, 1.63, -0.055, -0.063, -1451.35, 0.108, 0.011, -11.37, -35.98, -33.94, -30.15, 0.055, 0.1, 0.097, -89.2, -59.15, -6.03, -8.56, -16.34, 0.017, -19.7125, 13.03, 18.87, 20.87, -36.82, -18.24, -38.97, 1.26, 0.059, 0.092, -0.023, 13.03, -0.0007, -1484.0, -1090.0, -1440.0, 0.0221, -0.1229, -0.1579, -831.11, 483.93, -5.68, -346.24, -196.58, 362.92, 154.94, 0.0, -116.57, -16.43, -49.57, 2.25, -8.24, -6.2, 0.3, 13.06, -0.0006, 0.0017, -0.99, -1.84, 22.07, 0.0125, -0.0018, -0.0006, -11.22, 5.04, -8.34, 1.3, 0.59, -9.2, 5.4, -2.5, -9.6, -204.5, 0.005, 0.0028, 9.5, -10.75, -269.74, -177.66, 0.121, 0.168, 0.134, -0.0054, 0.029, 0.036000000000000004, 0.008, 6.0, 11.52, 4.87, 9.52, 9.52, -9.04, -1.76, -159.1, -74.59, -24.87, 0.3772, 0.0302, -6.49, -19.49, -75.92, -14.7, -0.0101, -0.0178, 0.07, 0.172, -0.276, 0.045, 6.25, 0.01, -29.75, -24.44
2013-6-13, -27.18, 0.035, -0.013, -0.066, 0.003, 0.0034, -40.63, -36.92, 15.84, -0.08900000000000001, 0.037000000000000005, -0.02, -0.78, -0.45, -0.06, -0.068, -0.006, -962.36, -0.0085, 0.0315, -18.98, -8.63, -9.71, -13.385, -0.035, -0.042, -0.006999999999999999, -28.6, -77.0, -8.7, -2.42, -12.0, -0.055, -19.7125, -3.79, 13.46, 2.93, -36.52, -7.39, -30.66, -0.04, 0.033, -0.02, 0.038, 17.68, -0.0005, -559.0, -300.0, -665.0, 0.0874, -0.0184, 0.0967, -409.89, -833.51, -761.76, -1003.1, -28.3, -417.11, -302.23, 0.02, -126.79, -100.99, -9.79, -1.05, -7.36, 1.94, 1.79, 0.77, -0.0001, -0.0031, 0.53, 0.41, 8.9, -0.0083, 0.0088, 0.006999999999999999, -9.14, -11.38, -4.96, 6.01, 0.05, 14.8, -9.2, 9.1, 7.7, 74.4, 0.0072, 0.0112, -8.75, 8.5, -262.57, -62.31, 0.012, -0.084, -0.119, 0.0035, 0.006, 0.026, 0.01, -0.67, -0.37, -4.75, 5.37, -0.39, -0.31, -4.93, -113.68, -54.92, -130.62, -0.05, 0.2755, -52.47, -16.37, -19.16, -84.66, -0.0303, 0.0182, 0.014, -0.087, 0.151, 0.07, -7.75, 0.079, -11.66, -6.69
2013-6-14, 6.51, -0.07200000000000001, -0.019, -0.006999999999999999, -0.043, 0.0012, 5.18, -53.31, -90.21, -0.006, -0.08900000000000001, -0.064, 0.3, 0.17, 0.16, 0.048, 0.005, 221.89, -0.0085, 0.0315, -18.98, -8.63, -9.71, -13.385, -0.026, -0.036000000000000004, -0.032, -61.1, -62.4, -17.79, 1.54, -2.85, 0.036000000000000004, -19.7125, 6.89, -3.73, 3.45, 44.93, -8.15, -8.3, 0.1, -0.025, -0.062, -0.079, 0.03, 0.0026, 1447.0, 170.0, -215.0, -0.0229, 0.0689, 0.0654, 1.12, -405.36, -212.0, 516.2, -843.94, -49.64, -578.23, 0.09, 180.85, -137.85, -39.01, -5.0, -3.69, -18.88, 19.69, 1.84, 0.0001, 0.0006, 0.76, 0.52, 4.25, 0.0086, 0.005, 0.0051, 17.38, -9.0, -1.62, -7.84, 0.48, -14.2, 11.8, -2.6, -0.3, -95.9, 0.0036, 0.001, -7.25, -7.0, 92.31, 57.14, 0.006999999999999999, 0.027000000000000003, 0.021, 0.0099, -0.016, -0.032, -0.051, 3.16, 0.33, 1.99, -4.25, 1.51, -5.73, -7.61, 167.24, -181.73, 45.97, 0.1015, 0.08, -84.26666667, -53.10333333, -30.2, -51.78, 0.0352, 0.0453, -0.009000000000000001, 0.075, -0.214, -0.13, -4.0, -0.036000000000000004, 7.61, -13.11
2013-6-17, -6.14, -0.015, -0.037000000000000005, -0.066, -0.03, 0.0016, 3.63, 32.56, 84.91, -0.0135, -0.008, 0.015, -0.31, -0.83, -0.52, 0.04, 0.014, 361.68, -0.045, -0.017, 26.2, 20.42, 17.72, 8.07, -0.064, -0.061, -0.058, 109.3, 39.6, 23.37, 1.55, 15.89, -0.006, 16.56, -6.57, 6.4, -2.91, -21.8, -2.63, 31.71, -0.37, -0.058, -0.06, -0.019, -0.24, -0.0053, -1105.0, 205.0, 755.0, 0.1251, -0.0393, 0.0031, -212.17, 3.66, -162.22, -136.2, 241.14, -369.12, 213.46, -0.08, -105.9, 185.54, 3.65, 1.45, 4.02, 11.18, -10.41, 19.03, -0.001, 0.0014, 1.68, 1.71, -9.44, 0.0129, 0.0028, 0.0104, -8.31, 17.4, 10.03, 9.08, 0.2, 9.7, -2.9, -1.3, 4.4, 94.4, 0.0037, -0.0029, 11.5, -8.0, 36.57, 79.62, -0.18600000000000005, -0.129, -0.054000000000000006, 0.0144, -0.043, 0.001, 0.013, -5.12, 1.21, -2.55, 1.04, -3.46, 3.425, 4.835, -89.77, 206.6, 7.15, 0.1353, 0.0373, -84.26666667, -53.10333333, 62.0, 59.73, 0.0486, 0.036000000000000004, -0.07200000000000001, -0.17600000000000002, 0.371, 0.445, 1.5, -0.047, 21.33, 29.98
2013-6-18, 17.52, 0.032, -0.012, 0.013, 0.005, 0.0023, 22.23, 27.24, 17.64, -0.0145, -0.009000000000000001, 0.005, 0.22, -0.07, 0.25, -0.075, 0.009000000000000001, -255.29, 0.006, 0.006, 25.78, 30.34, 25.66, 19.01, 0.016, -0.004, 0.009000000000000001, 41.65, 71.45, -4.88, 5.7, 6.38, 0.023, 4.25, 2.79, -6.65, 2.64, 28.57, 20.16, 17.02, 0.21, -0.015, -0.008, 0.048, -4.66, 0.0007, -352.0, -605.0, -405.0, -0.1996, 0.027000000000000003, 0.0066, 280.16, -222.65, 157.55, -14.58, 346.6, -84.53, -79.49, 0.0, 109.67, -99.37, 55.79, -1.9, 13.8, 11.24, -2.11, -13.18, 0.0005, -0.0014, -0.46, 0.82, 8.95, -0.0093, 0.0007, -0.003, 6.46, -2.26, 1.56, -8.32, -5.8, -4.5, 6.4, 0.9, 2.2, 19.4, -0.0006, 0.0068, 13.5, 8.5, 41.23, 103.88, 0.057, 0.018000000000000002, 0.049, -0.0074, 0.022, -0.021, -0.006999999999999999, -0.54, -0.91, 0.27, -1.95, 1.19, 3.425, 4.835, 101.54, -21.67, 27.5, -0.051, 0.0639, -84.26666667, -53.10333333, 5.77, 28.11, 0.0304, -0.0106, -0.02, -0.002, -0.196, -0.095, -1.88, 0.004, 23.8, 19.55
2013-6-19, -12.31, 0.005, 0.032, 0.016, 0.049, 0.0008, 43.72, 26.58, 3.09, 0.047, -0.016, -0.056, 0.99, 0.83, 0.39, 0.16399999999999998, 0.127, -660.39, 0.028, 0.006, -1.35, 10.85, 9.87, 21.25, 0.057, 0.053, 0.037000000000000005, -36.45, 21.5, 9.13, 7.69, 9.43, -0.071, -8.68, 11.87, 3.21, 6.17, 30.05, 19.75, 19.75, 0.17, -0.017, 0.013, 0.006999999999999999, 1.98, 0.0018, 398.0, -600.0, -685.0, -0.1282, -0.1471, -0.1676, -89.48, 295.23, 94.13, 202.09, -25.84, 430.78, 369.21, 0.01, 138.38, 107.59, 78.38, 0.15, 2.56, 1.67, -0.5, 0.79, 0.0059, 0.0023, 0.55, -0.17, -5.67, 0.0037, -0.0073, -0.0041, 12.15, 0.42, 6.44, -4.58, -0.21, -16.2, -7.2, -7.0, -17.0, 26.9, 0.0009, -0.0119, 4.75, 15.25, 3.8, 43.2, 0.025, 0.012, 0.002, -0.0016, -0.017, -0.008, 0.013, 0.79, 1.6, 6.72, -0.08, 0.96, -0.76, -3.05, 78.56, 49.85, 63.26, -0.0321, -0.0018, 132.89, 63.68, -43.62, -0.94, -0.0181, -0.001, 0.028, 0.042, -0.081, -0.194, 6.13, 0.005, -3.81, -6.65
2013-6-20, -37.82, 0.092, 0.002, 0.091, -0.011, -0.0065, -25.39, -13.72, 15.66, -0.04, 0.046, 0.073, -0.56, 0.21, 0.32, 0.009000000000000001, 0.041, -575.64, -0.011, 0.0, -4.09, -14.13, -11.57, -2.9, -0.002, -0.017, -0.003, 8.65, -36.15, 12.06, -1.74, -10.86, 0.001, -22.56, -16.21, 12.08, -6.93, -38.98, -2.86, -12.89, 0.41, 0.032, -0.006, 0.16899999999999998, 10.17, 0.0027, -1751.0, 150.0, -755.0, -0.0227, -0.1688, -0.0461, -415.03, -99.65, -258.41, -653.09, 237.94, 217.93, 188.62, -0.02, -206.04, 129.17, -18.02, 0.5, -19.11, -5.91, -25.27, -0.31, 0.0023, 0.0042, 0.1, 0.34, -14.96, -0.0017, -0.0018, -0.0133, -13.49, 12.14, -1.35, 0.53, -11.84, 7.0, -15.0, -10.8, -14.9, -20.2, -0.0081, -0.0113, 9.0, 4.25, -152.42, 6.38, -0.034, -0.02, -0.033, -0.0097, -0.012, -0.01, -0.01, -1.82, -7.3, -3.74, 7.22, 3.15, -4.39, 1.89, -99.17, 48.56, -23.59, -0.1801, -0.1872, 62.92, 9.4, 10.28, -25.86, 0.0123, 0.015, -0.034, 0.006999999999999999, -0.054000000000000006, -0.066, 1.75, 0.019, -0.92, 5.6
2013-6-21, -27.66, 0.07400000000000001, 0.114, 0.098, 0.117, -0.0097, -189.31, -34.79, -182.03, 0.132, -0.04, 0.004, 2.43, 1.72, 0.14, 0.042, -0.071, -1908.57, 0.254, 0.011, -20.92, -45.37, -26.56, -23.7, 0.159, 0.188, 0.146, -166.35, -51.6, -27.21, -27.83, -44.59, -0.044, -32.97, 11.55, -16.48, 1.46, -78.56, -72.51, -87.27, 0.04, 0.092, 0.142, 0.067, -14.31, 0.0061, 550.0, -1980.0, -1895.0, -0.0221, 0.1724, -0.0778, -1527.72, -424.73, -567.83, -1420.4, -230.64, -131.23, -141.24, 0.18, -353.87, -209.96, -216.56, -0.8, -36.24, -28.55, 2.96, -25.53, -0.0061, -0.0024, -3.97, -3.7, 1.8, -0.0173, -0.0185, -0.0072, -25.98, -13.48, -28.96, -12.06, -2.29, -87.7, -20.0, -24.6, -72.7, -292.2, -0.0158, -0.0037, -9.0, 7.75, -496.29, -181.35, 0.152, 0.29600000000000004, 0.162, -0.0139, 0.029, 0.026, 0.005, 2.8, 0.21, 15.15, -4.59, -0.2, -12.06, -15.19, -299.72, -247.65, -97.19, 0.0582, 0.0117, 11.73666667, 8.386666667, -35.51, -46.63, 0.0008, -0.0236, 0.304, 0.246, -1.8, -2.02, 12.5, 0.21600000000000005, -79.47, -47.07
